X;Y;Z;depth;Bed_Alt
583084.9003;129865.6086;2806.652281;63.24335;2743.409
583828.1835;129702.9529;2711.588638;30.567347;2681.021
583828.1835;129702.9529;2711.588638;30.567347;2681.021
583421.8777;129326.7098;2799.401216;43.397492;2756.004
583421.8777;129326.7098;2799.401216;43.397492;2756.004
582409.1881;130509.5801;2810.566884;19.19987;2791.367
582657.0473;130019.7254;2826.555315;52.609207;2773.946
582657.0473;130019.7254;2826.555315;52.609207;2773.946
582635.1149;130044.2708;2823.83235;53.232607;2770.6
582635.1149;130044.2708;2823.83235;53.232607;2770.6
582791.7711;130872.1953;2777.377618;23.248378;2754.129
584766.5609;130339.7957;2567.12267;21.777318;2545.345
583981.8748;129668.2506;2695.496298;37.844957;2657.651
583981.8748;129668.2506;2695.496298;37.844957;2657.651
583825.5976;129703.8726;2712.068631;34.394206;2677.674
582413.7642;130501.56;2811.146185;21.064702;2790.082
582604.0135;130712.2157;2781.460359;40.457183;2741.003
582596.4817;130759.0176;2770.173708;35.258037;2734.916
583535.8072;129553.8513;2755.534358;33.858644;2721.676
583535.8072;129553.8513;2755.534358;33.858644;2721.676
582516.4948;129901.0257;2845.233937;10.639001;2834.595
582418.6;130490.6896;2811.186183;21.318955;2789.867
583426.3326;129312.2212;2800.437979;42.763586;2757.674
583426.3326;129312.2212;2800.437979;42.763586;2757.674
582661.0604;130010.7921;2827.32681;54.685135;2772.642
582661.0604;130010.7921;2827.32681;54.685135;2772.642
583628.1003;129325.8665;2746.314201;18.386856;2727.927
583628.1003;129325.8665;2746.314201;18.386856;2727.927
583189.6704;130387.7724;2777.406623;48.005807;2729.401
583189.6704;130387.7724;2777.406623;48.005807;2729.401
583038.8933;129963.2342;2807.422906;69.777817;2737.645
583038.8933;129963.2342;2807.422906;69.777817;2737.645
582644.2422;130035.6057;2824.576152;55.902148;2768.674
582644.2422;130035.6057;2824.576152;55.902148;2768.674
584694.2564;130475.8178;2579.776636;41.323198;2538.453
584694.2564;130475.8178;2579.776636;41.323198;2538.453
583534.8577;129555.9463;2755.814389;35.657447;2720.157
583969.9889;129668.614;2696.554888;37.86739;2658.688
583969.9889;129668.614;2696.554888;37.86739;2658.688
584945.9891;130491.39;2523.190167;13.72541;2509.465
582630.1295;130047.9352;2823.529435;73.762462;2749.767
582594.5827;130706.3022;2782.299403;42.040435;2740.259
582783.4896;130859.5401;2778.784482;25.033474;2753.751
582426.9133;130477.78;2812.085103;22.217875;2789.867
583429.8233;129301.2822;2801.318793;42.642;2758.677
583429.8233;129301.2822;2801.318793;42.642;2758.677
583490.8208;130045.2321;2758.16724;113.081671;2645.085
583490.8208;130045.2321;2758.16724;113.081671;2645.085
582755.5911;130799.512;2783.181648;34.24026;2748.941
583105.7358;130338.0321;2786.848603;76.649025;2710.199
583105.7358;130338.0321;2786.848603;76.649025;2710.199
582586.898;130701.6733;2782.887569;39.651771;2743.236
582580.0678;130697.7298;2783.1385;38.414287;2744.724
582432.8153;130469.3281;2812.665154;21.512395;2791.153
583815.4871;129707.3883;2713.985608;32.119361;2681.866
583815.3034;129707.4722;2714.025163;32.159017;2681.866
583609.2656;129366.0475;2746.861473;27.617785;2719.244
583609.2656;129366.0475;2746.861473;27.617785;2719.244
583960.689;129668.8137;2697.420306;38.991848;2658.428
583960.689;129668.8137;2697.420306;38.991848;2658.428
583530.1025;129571.2274;2757.446238;32.079341;2725.367
583616.4053;129350.0468;2747.298843;24.678178;2722.621
583616.4053;129350.0468;2747.298843;24.678178;2722.621
583177.0787;130378.8668;2778.801379;49.831214;2728.97
583177.0787;130378.8668;2778.801379;49.831214;2728.97
583604.8234;129376.8738;2746.898979;29.826206;2717.073
583604.8234;129376.8738;2746.898979;29.826206;2717.073
582764.0754;130823.1057;2779.877105;23.478472;2756.399
584686.2283;130487.1938;2581.007925;46.135352;2534.873
584686.2283;130487.1938;2581.007925;46.135352;2534.873
582438.5376;130458.9855;2813.387235;19.663413;2793.724
582654.4082;130023.7312;2826.234344;56.918427;2769.316
582654.4082;130023.7312;2826.234344;56.918427;2769.316
584940.5556;130489.9083;2524.514056;15.049299;2509.465
583949.9505;129669.5094;2698.20967;36.413699;2661.796
583949.9505;129669.5094;2698.20967;36.413699;2661.796
582537.2414;129886.2545;2846.094999;26.76261;2819.332
582537.2414;129886.2545;2846.094999;26.76261;2819.332
582564.5648;130685.633;2784.290134;35.596815;2748.693
583944.4524;129362.6681;2686.478707;11.58979;2674.889
583944.4524;129362.6681;2686.478707;11.58979;2674.889
583438.6216;129279.7678;2802.904048;40.885918;2762.018
583438.6216;129279.7678;2802.904048;40.885918;2762.018
582612.6845;130752.3444;2772.413079;37.497408;2734.916
583809.9022;129709.5604;2715.147522;29.643026;2685.504
583809.9022;129709.5604;2715.147522;29.643026;2685.504
583443.9257;129268.789;2803.520755;38.161288;2765.359
583443.9257;129268.789;2803.520755;38.161288;2765.359
583164.3804;129594.4514;2812.070677;46.246802;2765.824
583164.3804;129594.4514;2812.070677;46.246802;2765.824
583595.4433;129397.0205;2747.588045;33.168612;2714.419
583595.4433;129397.0205;2747.588045;33.168612;2714.419
583940.6505;129670.5668;2698.865559;36.03343;2662.832
583940.6505;129670.5668;2698.865559;36.03343;2662.832
583174.8437;129574.4837;2812.199136;46.695474;2765.504
583174.8437;129574.4837;2812.199136;46.695474;2765.504
582659.0968;130015.3911;2826.951422;59.240288;2767.711
582659.0968;130015.3911;2826.951422;59.240288;2767.711
583807.7594;129710.1992;2715.582182;31.509712;2684.073
582448.7139;130444.7644;2814.429051;19.205442;2795.224
583088.6606;130326.8947;2788.273207;82.375156;2705.898
583088.6606;130326.8947;2788.273207;82.375156;2705.898
582552.869;130679.4119;2785.461368;32.798943;2752.662
583130.4414;129680.8688;2811.200193;61.386992;2749.813
583130.4414;129680.8688;2811.200193;61.386992;2749.813
583135.077;129662.4027;2811.370126;59.955857;2751.414
583135.077;129662.4027;2811.370126;59.955857;2751.414
582749.9764;130781.7302;2785.116408;37.911504;2747.205
583155.2353;129609.1977;2812.370861;49.428907;2762.942
583155.2353;129609.1977;2812.370861;49.428907;2762.942
583587.6657;129414.732;2747.601157;38.970829;2708.63
583587.6657;129414.732;2747.601157;38.970829;2708.63
582544.7862;129877.0881;2846.910281;30.021898;2816.888
582544.7862;129877.0881;2846.910281;30.021898;2816.888
582545.5207;129876.1843;2846.993868;29.846059;2817.148
584935.4442;130487.6713;2525.768615;15.601751;2510.167
583165.5725;130373.3021;2780.205734;54.0348;2726.171
583165.5725;130373.3021;2780.205734;54.0348;2726.171
582662.5308;130007.5194;2827.536759;59.504668;2768.032
582662.5308;130007.5194;2827.536759;59.504668;2768.032
582548.529;130676.0244;2786.139681;29.508149;2756.632
583941.9869;129372.2146;2687.507025;14.534061;2672.973
583139.509;129648.6503;2812.043076;56.786245;2755.257
583139.509;129648.6503;2812.043076;56.786245;2755.257
583526.007;129599.0349;2759.805109;28.208425;2731.597
584742.6884;130405.8535;2572.482669;10.530804;2561.952
582651.6408;130027.273;2826.018832;78.303084;2747.716
582632.2171;130747.5389;2773.561004;42.138768;2731.422
583781.3125;129656.0037;2715.915048;29.12012;2686.795
583781.3125;129656.0037;2715.915048;29.12012;2686.795
583449.3181;129253.2156;2804.926891;36.894355;2768.032
583449.3181;129253.2156;2804.926891;36.894355;2768.032
583780.9635;129651.8017;2715.8022;31.245195;2684.557
583525.5655;129607.1694;2760.454035;25.260464;2735.194
583145.0144;129627.339;2812.681527;54.222562;2758.459
583145.0144;129627.339;2812.681527;54.222562;2758.459
582457.4353;130430.0199;2815.277983;21.768416;2793.51
583783.2461;129670.5239;2716.235283;27.004547;2689.231
583783.2461;129670.5239;2716.235283;27.004547;2689.231
582583.8026;130247.3841;2813.938589;36.712418;2777.226
583940.3745;129379.8759;2688.060134;13.995595;2674.064
583940.3745;129379.8759;2688.060134;13.995595;2674.064
582475.8385;130400.8442;2816.537429;9.315528;2807.222
583921.5341;129671.9882;2700.206784;36.338497;2663.868
583921.5341;129671.9882;2700.206784;36.338497;2663.868
582461.7755;130422.7166;2815.666302;20.228439;2795.438
582470.6927;130408.4227;2816.386473;12.80691;2803.58
582550.4419;129869.8683;2847.558671;33.725295;2813.833
582599.7317;130227.3377;2813.879804;40.724483;2773.155
584739.2604;130411.0608;2573.118821;11.502441;2561.616
582465.6087;130415.9352;2816.061077;17.837896;2798.223
584008.0984;129404.9393;2679.944742;8.516457;2671.428
584008.0984;129404.9393;2679.944742;8.516457;2671.428
582695.959;129946.5017;2831.435063;57.488955;2773.946
582695.959;129946.5017;2831.435063;57.488955;2773.946
584931.5516;130484.6433;2526.795535;16.628671;2510.167
583581.4734;129429.7098;2748.508118;43.254768;2705.253
583581.4734;129429.7098;2748.508118;43.254768;2705.253
583913.795;129673.7072;2700.676382;36.549056;2664.127
583913.795;129673.7072;2700.676382;36.549056;2664.127
583073.9959;130317.9437;2789.63448;85.321201;2704.313
583073.9959;130317.9437;2789.63448;85.321201;2704.313
582514.8675;130339.7123;2817.058052;11.335937;2805.722
582609.2299;130213.7839;2814.04016;44.312922;2769.727
582534.0383;130665.5752;2787.944398;26.351483;2761.593
583152.2435;130366.5257;2781.798584;53.689722;2728.109
583152.2435;130366.5257;2781.798584;53.689722;2728.109
583780.0155;129637.1312;2716.21863;38.707921;2677.511
582699.9634;129935.1853;2832.148628;56.571977;2775.577
582699.9634;129935.1853;2832.148628;56.571977;2775.577
583785.0419;129683.66;2717.029285;30.230277;2686.799
583938.0843;129394.0458;2689.269674;12.732002;2676.538
583938.0843;129394.0458;2689.269674;12.732002;2676.538
583998.4208;129387.8419;2680.571271;9.742004;2670.829
583998.4208;129387.8419;2680.571271;9.742004;2670.829
583780.1124;129634.43;2716.43367;37.961082;2678.473
583780.1124;129634.43;2716.43367;37.961082;2678.473
583785.7632;129687.1545;2717.295952;29.689089;2687.607
583785.7632;129687.1545;2717.295952;29.689089;2687.607
584734.677;130417.5062;2574.008607;12.224485;2561.784
582557.0482;129859.0452;2848.526161;35.609287;2812.917
582557.0482;129859.0452;2848.526161;35.609287;2812.917
582618.6019;130201.374;2814.304929;48.648541;2765.656
583226.2021;129479.0825;2814.459807;51.19764;2763.262
583226.2021;129479.0825;2814.459807;51.19764;2763.262
583776.9414;129613.5309;2716.451073;43.053083;2673.398
583776.9414;129613.5309;2716.451073;43.053083;2673.398
583524.5101;129628.6446;2762.195163;25.2361;2736.959
582704.9903;129924.349;2832.761488;57.184837;2775.577
582704.9903;129924.349;2832.761488;57.184837;2775.577
584928.9277;130480.0417;2527.766317;19.179193;2508.587
583574.5362;129445.4929;2749.755117;42.572065;2707.183
583574.5362;129445.4929;2749.755117;42.572065;2707.183
583779.2578;129625.1492;2716.638384;41.819507;2674.819
583779.2578;129625.1492;2716.638384;41.819507;2674.819
582664.0987;130003.5769;2827.819391;81.642061;2746.177
583778.3546;129619.7261;2716.564112;44.338124;2672.226
583786.4843;129715.2043;2719.327668;23.56222;2695.765
583901.1788;129679.0528;2701.909974;37.782648;2664.127
583901.1788;129679.0528;2701.909974;37.782648;2664.127
582523.3806;130658.1022;2789.331132;22.032627;2767.299
583786.3007;129715.2369;2719.356275;24.473418;2694.883
583789.3092;129714.746;2718.901832;29.98156;2688.92
583789.3092;129714.746;2718.901832;29.98156;2688.92
583938.0044;129399.9953;2689.921577;15.973031;2673.948
583567.7546;129463.9231;2750.081404;42.898352;2707.183
583567.7546;129463.9231;2750.081404;42.898352;2707.183
583233.3027;129455.2163;2815.172678;50.629657;2764.543
583233.3027;129455.2163;2815.172678;50.629657;2764.543
583790.061;129702.7085;2718.217754;29.392986;2688.825
583790.061;129702.7085;2718.217754;29.392986;2688.825
583208.0568;129496.9714;2815.094675;52.152722;2762.942
583208.0568;129496.9714;2815.094675;52.152722;2762.942
584730.3523;130425.47;2574.8387;13.725548;2561.113
583789.7913;129702.029;2718.188233;31.389225;2686.799
583562.4989;129479.2385;2750.400272;43.21722;2707.183
583562.4989;129479.2385;2750.400272;43.21722;2707.183
582629.9697;130185.4568;2815.052617;52.824312;2762.228
582562.0262;129849.439;2849.509712;38.731342;2810.778
582562.0262;129849.439;2849.509712;38.731342;2810.778
584927.2806;130474.4717;2528.645672;20.058549;2508.587
582711.806;129911.4991;2833.915393;57.360416;2776.555
582711.806;129911.4991;2833.915393;57.360416;2776.555
583557.237;129495.5302;2750.82731;44.367897;2706.459
583557.237;129495.5302;2750.82731;44.367897;2706.459
583524.349;129644.79;2763.408482;26.428244;2736.98
583137.3182;130357.6023;2783.621911;56.589676;2727.032
583137.3182;130357.6023;2783.621911;56.589676;2727.032
583753.6325;129410.6586;2718.951164;31.750268;2687.201
583753.6325;129410.6586;2718.951164;31.750268;2687.201
583552.5678;129514.7099;2751.449112;41.371508;2710.078
583552.5678;129514.7099;2751.449112;41.371508;2710.078
582503.4666;130645.6329;2791.11755;17.617316;2773.5
584925.9356;130469.8949;2529.221496;21.687533;2507.534
582693.8347;129951.1745;2831.078572;65.293177;2765.785
582693.8347;129951.1745;2831.078572;65.293177;2765.785
582565.9121;129844.085;2849.972973;42.926131;2807.047
582567.4066;129841.9089;2850.189985;41.24462;2808.945
582567.4066;129841.9089;2850.189985;41.24462;2808.945
583755.6442;129417.8738;2719.476967;31.261151;2688.216
583755.6442;129417.8738;2719.476967;31.261151;2688.216
583745.8606;129372.2836;2720.024193;26.936763;2693.087
583745.8606;129372.2836;2720.024193;26.936763;2693.087
582639.7076;130737.4107;2777.287512;44.394356;2732.893
583741.5954;129357.7213;2720.109216;26.209851;2693.899
583741.5954;129357.7213;2720.109216;26.209851;2693.899
583773.3163;129585.1144;2718.390696;44.992706;2673.398
583773.3163;129585.1144;2718.390696;44.992706;2673.398
583110.2373;129264.8778;2836.106159;13.511454;2822.595
583110.2373;129264.8778;2836.106159;13.511454;2822.595
583747.9598;129383.4235;2719.905243;28.847653;2691.058
583747.9598;129383.4235;2719.905243;28.847653;2691.058
583737.809;129343.864;2720.427232;23.280125;2697.147
583737.809;129343.864;2720.427232;23.280125;2697.147
583129.7824;130352.8879;2784.462604;55.707765;2728.755
583129.7824;130352.8879;2784.462604;55.707765;2728.755
583743.5029;129365.0354;2720.124001;27.239555;2692.885
583738.4039;129346.9069;2720.353789;24.746911;2695.607
583750.1928;129397.4982;2719.750202;31.331403;2688.419
583750.1928;129397.4982;2719.750202;31.331403;2688.419
583773.6167;129586.2359;2718.421212;46.195225;2672.226
583750.0313;129396.4283;2719.784075;32.024209;2687.76
583793.0947;129723.9524;2719.835221;31.594925;2688.24
584923.9897;130464.5803;2529.744663;22.73728;2507.007
582750.5645;130783.8867;2784.888021;37.756076;2747.132
583248.1732;129411.7439;2816.871563;53.289182;2763.582
583248.1732;129411.7439;2816.871563;53.289182;2763.582
584718.1499;130441.319;2576.432788;16.158349;2560.274
583736.328;129333.5645;2720.69799;24.159834;2696.538
583736.328;129333.5645;2720.69799;24.159834;2696.538
583107.0074;129267.5391;2836.472786;14.232101;2822.241
583771.2523;129556.882;2719.076637;42.633888;2676.443
583771.2523;129556.882;2719.076637;42.633888;2676.443
583772.1721;129571.0049;2718.935062;44.319168;2674.616
583772.1721;129571.0049;2718.935062;44.319168;2674.616
583771.2763;129559.0737;2719.02471;43.435718;2675.589
582494.9999;130639.7994;2792.088316;17.099668;2774.989
582642.8286;130167.8145;2816.235646;58.506701;2757.729
583735.9522;129331.6162;2720.772871;24.685564;2696.087
582699.8138;129935.6139;2832.124522;62.487649;2769.637
582699.8138;129935.6139;2832.124522;62.487649;2769.637
583104.9077;129269.3689;2836.744993;12.545505;2824.199
583104.9077;129269.3689;2836.744993;12.545505;2824.199
583769.7789;129545.779;2719.371101;41.304481;2678.067
583769.7789;129545.779;2719.371101;41.304481;2678.067
583772.2791;129572.3033;2719.026027;45.999324;2673.027
583769.8363;129546.6407;2719.353806;42.964098;2676.39
583453.5403;130009.3782;2765.575711;116.400329;2649.175
583453.5403;130009.3782;2765.575711;116.400329;2649.175
583545.3915;129533.2546;2753.043546;37.900474;2715.143
583545.3915;129533.2546;2753.043546;37.900474;2715.143
583103.8862;129270.2061;2836.876951;13.94963;2822.927
583734.3359;129320.7493;2721.242548;23.486488;2697.756
583734.3359;129320.7493;2721.242548;23.486488;2697.756
582571.3967;129834.681;2850.952116;45.061759;2805.89
582571.3967;129834.681;2850.952116;45.061759;2805.89
583732.4008;129311.6306;2721.693338;19.065665;2702.628
583732.4008;129311.6306;2721.693338;19.065665;2702.628
583768.6854;129719.6153;2722.387693;20.886169;2701.501
583734.0019;129319.2566;2721.317405;23.468524;2697.849
583798.6824;129742.4699;2720.551899;31.991317;2688.561
583769.275;129530.4221;2719.934631;39.432204;2680.502
583769.275;129530.4221;2719.934631;39.432204;2680.502
583768.1767;129719.7779;2722.467195;21.406813;2701.06
582703.7916;129926.0532;2832.676758;62.397971;2770.279
582703.7916;129926.0532;2832.676758;62.397971;2770.279
583767.9232;129516.8422;2720.179558;37.444308;2682.735
583767.9232;129516.8422;2720.179558;37.444308;2682.735
582629.3556;130730.084;2778.600304;42.949172;2735.651
583769.2707;129527.7082;2719.980351;40.547924;2679.432
582648.9994;130158.6982;2816.880002;58.936802;2757.943
583800.5948;129756.8045;2720.785293;32.224711;2688.561
583800.5948;129756.8045;2720.785293;32.224711;2688.561
583420.5331;129714.0621;2783.983459;67.388875;2716.594
582487.6985;130635.3707;2792.895593;16.666599;2776.229
583766.9611;129508.3391;2720.38604;37.750752;2682.635
583420.6954;129669.2248;2784.480644;63.314264;2721.166
583439.0502;129233.1107;2812.277096;14.071956;2798.205
583933.6259;129413.5471;2692.939384;17.019995;2675.919
583933.6259;129413.5471;2692.939384;17.019995;2675.919
583766.1997;129501.05;2720.541838;36.994653;2683.547
583766.1997;129501.05;2720.541838;36.994653;2683.547
584919.5909;130457.7808;2531.024324;21.91062;2509.114
583730.3226;129305.0888;2722.269587;18.655555;2703.614
583118.3596;130345.6018;2785.661657;58.19877;2727.463
583118.3596;130345.6018;2785.661657;58.19877;2727.463
583419.7295;129738.2287;2783.690462;73.699584;2709.991
583758.7287;129436.4924;2721.07962;32.254852;2688.825
583758.7287;129436.4924;2721.07962;32.254852;2688.825
583419.9423;129751.291;2783.452432;76.340092;2707.112
583763.6468;129477.017;2720.835375;35.867302;2684.968
583763.6468;129477.017;2720.835375;35.867302;2684.968
583764.637;129489.0099;2720.724887;37.60917;2683.116
583764.3181;129485.4342;2720.804247;37.257062;2683.547
583764.3181;129485.4342;2720.804247;37.257062;2683.547
584714.4592;130447.5896;2577.291577;22.049414;2555.242
583728.9186;129301.4199;2722.726671;16.648271;2706.078
583728.9186;129301.4199;2722.726671;16.648271;2706.078
583095.7659;129276.744;2837.863592;13.05848;2824.805
583758.5125;129434.7528;2721.05542;35.217271;2685.838
583760.7333;129450.7216;2721.23229;33.422442;2687.81
583760.7333;129450.7216;2721.23229;33.422442;2687.81
583094.3582;129277.8897;2838.044692;11.919465;2826.125
583094.3582;129277.8897;2838.044692;11.919465;2826.125
583763.2283;129467.2282;2721.074126;37.157693;2683.917
583728.0844;129292.5503;2723.126026;14.814803;2708.311
583728.0844;129292.5503;2723.126026;14.814803;2708.311
583948.7706;129351.5137;2685.044805;11.619793;2673.425
583948.7706;129351.5137;2685.044805;11.619793;2673.425
583762.2638;129461.6776;2721.334887;35.351895;2685.983
583762.2638;129461.6776;2721.334887;35.351895;2685.983
583728.1429;129292.7452;2723.117342;16.140304;2706.977
582746.2768;130770.6717;2786.142965;43.738922;2742.404
583400.5157;129868.3876;2781.398901;105.442506;2675.956
584267.0408;130198.3433;2669.650217;53.757828;2615.892
584267.0408;130198.3433;2669.650217;53.757828;2615.892
583726.6547;129288.2114;2723.5511;13.531344;2710.02
582659.1143;130142.985;2818.010797;58.782065;2759.229
582516.6921;129548.6883;2898.036257;99.479584;2798.557
582516.6921;129548.6883;2898.036257;99.479584;2798.557
583282.4959;129342.6703;2819.046848;52.262333;2766.784
583282.4959;129342.6703;2819.046848;52.262333;2766.784
582711.4599;129912.4194;2833.817729;64.180856;2769.637
582711.4599;129912.4194;2833.817729;64.180856;2769.637
583089.3162;129281.1213;2838.616964;12.441872;2826.175
583933.4546;129423.6764;2693.692472;20.069119;2673.623
582578.2;129824.645;2852.0495;49.777661;2802.272
583934.7355;129429.4453;2693.837307;19.360578;2674.477
583934.7355;129429.4453;2693.837307;19.360578;2674.477
584704.3608;130460.1584;2578.670813;15.880236;2562.791
584711.8357;130451.6776;2577.904509;24.675257;2553.229
584708.0951;130455.1173;2578.252196;21.668093;2556.584
584915.55;130453.0187;2532.125696;23.187519;2508.938
583085.104;129283.5759;2838.977198;12.63343;2826.344
584701.1892;130464.6236;2579.08703;14.78677;2564.3
583083.1009;129284.8994;2839.168414;11.117448;2828.051
583083.1009;129284.8994;2839.168414;11.117448;2828.051
584257.6355;130173.2513;2670.16992;55.25413;2614.916
583535.9247;129553.5882;2755.499914;34.326524;2721.173
583535.9247;129553.5882;2755.499914;34.326524;2721.173
582616.7123;130720.3424;2780.428293;42.386916;2738.041
583389.8994;129886.2946;2781.589167;112.405803;2669.183
583755.862;129721.8113;2724.368886;21.98477;2702.384
584256.6254;130172.2234;2670.296157;55.380367;2614.916
584256.6254;130172.2234;2670.296157;55.380367;2614.916
584696.8714;130472.5583;2579.53312;12.045751;2567.487
582716.443;129898.8646;2834.499161;64.862288;2769.637
582716.443;129898.8646;2834.499161;64.862288;2769.637
583404.9926;129547.6225;2787.82135;46.505201;2741.316
582666.204;130133.4421;2818.530338;62.30118;2756.229
582666.204;130133.4421;2818.530338;62.30118;2756.229
583404.6399;129542.8106;2787.896147;46.122339;2741.774
583404.6399;129542.8106;2787.896147;46.122339;2741.774
583404.9497;129546.9756;2787.829499;46.852003;2740.978
584250.5878;130163.8819;2670.68083;53.109451;2617.571
584250.5878;130163.8819;2670.68083;53.109451;2617.571
583404.4918;129541.0095;2787.930078;47.291233;2740.639
582703.5093;129926.5009;2832.656833;88.530728;2744.126
583293.7163;129319.6401;2820.05447;53.269954;2766.784
583293.7163;129319.6401;2820.05447;53.269954;2766.784
583936.4831;129444.9812;2694.730232;20.253504;2674.477
583936.4831;129444.9812;2694.730232;20.253504;2674.477
582456.5891;129557.8385;2903.920144;48.76688;2855.153
582456.5891;129557.8385;2903.920144;48.76688;2855.153
584909.5393;130451.7067;2533.131977;22.263006;2510.869
583403.2983;129527.4784;2788.318372;47.498221;2740.82
583403.2983;129527.4784;2788.318372;47.498221;2740.82
583524.281;129657.1249;2764.421898;64.470705;2699.951
583718.31;129285.3387;2725.123101;12.541055;2712.582
583935.9624;129447.0535;2694.910665;21.44991;2673.461
583751.42;129722.5754;2725.09453;22.710517;2702.384
583435.6328;129997.8898;2768.470428;117.851583;2650.619
583435.6328;129997.8898;2768.470428;117.851583;2650.619
583361.2533;129946.4811;2781.674505;120.618779;2661.056
583403.2784;129526.636;2788.340227;48.886662;2739.454
583403.5207;129510.5746;2788.721707;45.040589;2743.681
583403.5207;129510.5746;2788.721707;45.040589;2743.681
584233.8959;130137.8002;2672.00293;46.876095;2625.127
584233.8959;130137.8002;2672.00293;46.876095;2625.127
583108.4804;129266.3268;2836.287383;54.853833;2781.434
583108.4804;129266.3268;2836.287383;54.853833;2781.434
583403.631;129507.9163;2788.722817;45.882736;2742.84
583349.9293;129975.4274;2781.449953;125.304675;2656.145
583408.4247;129456.102;2789.9184;33.521874;2756.396
583408.4247;129456.102;2789.9184;33.521874;2756.396
583403.8318;129491.7752;2789.128192;42.586107;2746.542
583403.8318;129491.7752;2789.128192;42.586107;2746.542
583075.828;129291.1544;2840.132671;14.128514;2826.004
582603.2617;130711.7424;2781.538566;43.497189;2738.041
584238.4154;130149.0165;2671.869145;50.520038;2621.349
584238.4154;130149.0165;2671.869145;50.520038;2621.349
583942.179;129368.8814;2687.160849;12.338127;2674.823
583942.179;129368.8814;2687.160849;12.338127;2674.823
582723.7018;129884.1982;2835.487232;65.850359;2769.637
582723.7018;129884.1982;2835.487232;65.850359;2769.637
583074.8061;129292.0238;2840.268971;13.822788;2826.446
583074.8061;129292.0238;2840.268971;13.822788;2826.446
583406.53;129469.1821;2789.659381;38.349018;2751.31
583406.53;129469.1821;2789.659381;38.349018;2751.31
583409.2235;129452.2084;2790.119973;34.580459;2755.54
583413.1839;129416.0523;2790.687283;28.568823;2762.118
583413.1839;129416.0523;2790.687283;28.568823;2762.118
583409.1528;129452.5471;2790.100896;35.069359;2755.031
584242.4873;130158.6057;2671.844285;53.45134;2618.393
583305.65;129298.7664;2820.854666;55.671218;2765.183
583305.65;129298.7664;2820.854666;55.671218;2765.183
583071.3871;129295.2954;2840.772416;11.437624;2829.335
583071.3871;129295.2954;2840.772416;11.437624;2829.335
583072.8477;129293.831;2840.539736;14.195969;2826.344
583412.3357;129434.9845;2790.819322;30.290288;2760.529
583412.3357;129434.9845;2790.819322;30.290288;2760.529
583405.4071;129476.0344;2789.62414;43.39994;2746.224
583405.4071;129476.0344;2789.62414;43.39994;2746.224
583405.184;129477.6886;2789.594811;44.045518;2745.549
583405.448;129475.756;2789.630027;43.742083;2745.888
582726.2303;129877.0689;2836.147307;64.584695;2771.563
582726.2303;129877.0689;2836.147307;64.584695;2771.563
583412.2546;129435.5574;2790.802366;31.537684;2759.265
583314.2905;129287.1977;2821.262809;54.478293;2766.784
583314.2905;129287.1977;2821.262809;54.478293;2766.784
583516.4034;129701.4184;2767.865908;39.12916;2728.737
584212.6721;130075.6364;2673.278997;42.633219;2630.646
583517.4817;129737.2048;2767.422302;44.047933;2723.374
584248.7451;130452.0785;2661.167753;118.406278;2542.761
584248.7451;130452.0785;2661.167753;118.406278;2542.761
583412.8049;129430.0655;2791.011651;31.408318;2759.603
584020.1864;129520.0663;2688.235199;9.419022;2678.816
584020.1864;129520.0663;2688.235199;9.419022;2678.816
583528.9373;129574.9469;2757.82144;31.823797;2725.998
583528.9373;129574.9469;2757.82144;31.823797;2725.998
582740.6441;129856.258;2837.095237;58.150623;2778.945
582740.6441;129856.258;2837.095237;58.150623;2778.945
582590.5736;130703.8214;2782.596357;42.348599;2740.248
584686.98;130486.2071;2580.966577;18.846969;2562.12
583941.3357;129378.4281;2687.935163;14.110805;2673.824
583941.3357;129378.4281;2687.935163;14.110805;2673.824
582733.5779;129866.6106;2836.886424;60.830419;2776.056
582733.5779;129866.6106;2836.886424;60.830419;2776.056
584026.1204;129535.0336;2688.447645;9.431795;2679.016
584026.1204;129535.0336;2688.447645;9.431795;2679.016
582717.3649;129896.7762;2834.612321;87.238443;2747.374
584246.0614;130431.8997;2662.268885;112.343272;2549.926
584246.0614;130431.8997;2662.268885;112.343272;2549.926
582746.3374;129846.5926;2837.619467;56.107201;2781.512
582746.3374;129846.5926;2837.619467;56.107201;2781.512
584904.139;130458.1373;2534.928857;23.357779;2511.571
583932.3061;129465.9377;2696.834553;19.266409;2677.568
583932.3061;129465.9377;2696.834553;19.266409;2677.568
583412.4208;129408.0126;2791.698058;29.89349;2761.805
584602.6719;130469.9444;2595.492436;12.927575;2582.565
584602.6719;130469.9444;2595.492436;12.927575;2582.565
584013.3238;129510.6845;2688.693054;11.074914;2677.618
584013.3238;129510.6845;2688.693054;11.074914;2677.618
584205.9841;129997.9371;2675.342403;28.801057;2646.541
583413.5592;129239.8526;2816.549184;15.121656;2801.427
583063.3154;129302.6378;2842.226292;9.385977;2832.84
584243.1872;130416.7505;2663.17473;106.084978;2557.09
584243.1872;130416.7505;2663.17473;106.084978;2557.09
584029.1205;129546.0189;2688.759015;12.338911;2676.42
584029.1205;129546.0189;2688.759015;12.338911;2676.42
584204.0135;129994.8243;2675.614926;28.031595;2647.583
584204.0135;129994.8243;2675.614926;28.031595;2647.583
583093.5146;129278.5284;2838.150605;54.914368;2783.236
