X	Y	Bed_Alt
583272.2921	130500.5012	2790.258
583274.2921	130500.5012	2790.364
583268.2921	130498.5012	2790.071
583270.2921	130498.5012	2790
583264.2921	130496.5012	2789.948
583266.2921	130496.5012	2789.887
583268.2921	130496.5012	2789.758
583262.2921	130494.5012	2789.53
583264.2921	130494.5012	2789.612
583258.2921	130492.5012	2788.964
583260.2921	130492.5012	2789.074
583262.2921	130492.5012	2789.206
583256.2921	130490.5012	2788.726
583258.2921	130490.5012	2788.722
583252.2921	130488.5012	2788.582
583254.2921	130488.5012	2788.552
583256.2921	130488.5012	2788.5
583250.2921	130486.5012	2788.31
583252.2921	130486.5012	2788.254
583246.2921	130484.5012	2788.248
583248.2921	130484.5012	2788.154
583250.2921	130484.5012	2788.042
583244.2921	130482.5012	2788.19
583246.2921	130482.5012	2788.044
583240.2921	130480.5012	2788.076
583242.2921	130480.5012	2788.074
583244.2921	130480.5012	2787.978
583238.2921	130478.5012	2787.792
583240.2921	130478.5012	2787.774
583234.2921	130476.5012	2787.906
583236.2921	130476.5012	2787.705
583238.2921	130476.5012	2787.608
583230.2921	130474.5012	2788.093
583232.2921	130474.5012	2787.877
583234.2921	130474.5012	2787.717
583228.2921	130472.5012	2788.219
583230.2921	130472.5012	2787.925
583224.2921	130470.5012	2788.443
583226.2921	130470.5012	2788.27
583228.2921	130470.5012	2788.05
583222.2921	130468.5012	2788.488
583224.2921	130468.5012	2788.246
583218.2921	130466.5012	2788.913
583220.2921	130466.5012	2788.568
583222.2921	130466.5012	2788.333
583216.2921	130464.5012	2789.18
583218.2921	130464.5012	2788.776
583214.2921	130462.5012	2789.193
583216.2921	130462.5012	2788.796
583470.2921	130516.5012	2768.129
583472.2921	130516.5012	2767.831
583472.2921	130514.5012	2767.526
583474.2921	130514.5012	2767.166
583476.2921	130514.5012	2766.776
583478.2921	130514.5012	2766.391
583480.2921	130514.5012	2766.045
583482.2921	130514.5012	2765.697
583484.2921	130514.5012	2765.371
583484.2921	130512.5012	2765.075
583486.2921	130512.5012	2764.754
583488.2921	130512.5012	2764.34
583490.2921	130512.5012	2763.925
583492.2921	130512.5012	2763.563
583494.2921	130512.5012	2763.251
583496.2921	130512.5012	2762.979
583498.2921	130512.5012	2762.628
583498.2921	130510.5012	2762.432
583500.2921	130510.5012	2761.941
583502.2921	130510.5012	2761.531
583504.2921	130510.5012	2761.202
583506.2921	130510.5012	2760.96
583508.2921	130510.5012	2760.683
583510.2921	130510.5012	2760.516
583512.2921	130510.5012	2760.191
583514.2921	130510.5012	2759.833
583516.2921	130510.5012	2759.509
583518.2921	130510.5012	2759.095
583520.2921	130510.5012	2758.822
583522.2921	130510.5012	2758.497
583524.2921	130510.5012	2758.141
583526.2921	130510.5012	2757.834
583528.2921	130510.5012	2757.632
583530.2921	130510.5012	2757.448
583532.2921	130510.5012	2757.192
583534.2921	130510.5012	2756.952
583536.2921	130510.5012	2756.71
583538.2921	130510.5012	2756.532
583540.2921	130510.5012	2756.332
583542.2921	130510.5012	2756.069
583544.2921	130510.5012	2755.889
583546.2921	130510.5012	2755.745
583548.2921	130510.5012	2755.623
583550.2921	130510.5012	2755.49
583552.2921	130510.5012	2755.393
583554.2921	130510.5012	2755.294
583556.2921	130510.5012	2755.199
583558.2921	130510.5012	2755.024
583560.2921	130510.5012	2754.765
583562.2921	130510.5012	2754.593
583564.2921	130510.5012	2754.445
583566.2921	130510.5012	2754.301
583568.2921	130510.5012	2754.167
583570.2921	130510.5012	2754.078
583572.2921	130510.5012	2754.017
583574.2921	130510.5012	2753.919
583576.2921	130510.5012	2753.858
583578.2921	130510.5012	2753.791
583580.2921	130510.5012	2753.675
583582.2921	130510.5012	2753.516
583584.2921	130510.5012	2753.325
583586.2921	130510.5012	2753.217
583588.2921	130510.5012	2753.083
583590.2921	130510.5012	2752.954
583592.2921	130510.5012	2752.744
583592.2921	130508.5012	2752.595
583594.2921	130508.5012	2752.419
583596.2921	130508.5012	2752.309
583598.2921	130508.5012	2752.242
583600.2921	130508.5012	2752.188
583602.2921	130508.5012	2752.119
583604.2921	130508.5012	2751.997
583604.2921	130506.5012	2751.947
583606.2921	130506.5012	2751.811
583608.2921	130506.5012	2751.667
583610.2921	130506.5012	2751.476
583612.2921	130506.5012	2751.292
583614.2921	130506.5012	2751.074
583720.2921	130506.5012	2740.703
583722.2921	130506.5012	2740.469
583724.2921	130506.5012	2740.264
583614.2921	130504.5012	2750.928
583616.2921	130504.5012	2750.69
583618.2921	130504.5012	2750.464
583620.2921	130504.5012	2750.271
583622.2921	130504.5012	2750.1
583624.2921	130504.5012	2749.907
583626.2921	130504.5012	2749.622
583716.2921	130504.5012	2741.054
583718.2921	130504.5012	2740.75
583720.2921	130504.5012	2740.56
583626.2921	130502.5012	2749.525
583628.2921	130502.5012	2749.348
583630.2921	130502.5012	2749.176
583632.2921	130502.5012	2749.009
583634.2921	130502.5012	2748.803
583636.2921	130502.5012	2748.639
583638.2921	130502.5012	2748.509
583640.2921	130502.5012	2748.399
583642.2921	130502.5012	2748.291
583644.2921	130502.5012	2748.185
583646.2921	130502.5012	2748.073
583648.2921	130502.5012	2747.953
583650.2921	130502.5012	2747.856
583652.2921	130502.5012	2747.723
583712.2921	130502.5012	2741.507
583714.2921	130502.5012	2741.237
583716.2921	130502.5012	2740.974
583652.2921	130500.5012	2747.621
583654.2921	130500.5012	2747.454
583656.2921	130500.5012	2747.15
583658.2921	130500.5012	2746.922
583660.2921	130500.5012	2746.743
583662.2921	130500.5012	2746.625
583664.2921	130500.5012	2746.521
583666.2921	130500.5012	2746.403
583668.2921	130500.5012	2746.24
583670.2921	130500.5012	2746.07
583672.2921	130500.5012	2745.839
583674.2921	130500.5012	2745.534
583676.2921	130500.5012	2745.179
583678.2921	130500.5012	2744.904
583680.2921	130500.5012	2744.679
583682.2921	130500.5012	2744.412
583684.2921	130500.5012	2744.21
583686.2921	130500.5012	2744.066
583688.2921	130500.5012	2743.999
583690.2921	130500.5012	2743.821
583692.2921	130500.5012	2743.629
583694.2921	130500.5012	2743.312
583696.2921	130500.5012	2743.12
583698.2921	130500.5012	2742.987
583700.2921	130500.5012	2742.909
583702.2921	130500.5012	2742.831
583704.2921	130500.5012	2742.718
583706.2921	130500.5012	2742.555
583708.2921	130500.5012	2742.236
583710.2921	130500.5012	2741.82
583712.2921	130500.5012	2741.369
583706.2921	130498.5012	2742.437
583708.2921	130498.5012	2742.106
583776.2921	130532.5012	2735.315
583778.2921	130532.5012	2734.873
583780.2921	130532.5012	2734.188
583772.2921	130530.5012	2735.353
583774.2921	130530.5012	2735.129
583776.2921	130530.5012	2735.004
583780.2921	130530.5012	2734.048
583782.2921	130530.5012	2733.794
583784.2921	130530.5012	2733.576
583786.2921	130530.5012	2733.379
583788.2921	130530.5012	2733.229
583790.2921	130530.5012	2733.071
583792.2921	130530.5012	2732.884
583794.2921	130530.5012	2732.653
583796.2921	130530.5012	2732.467
583798.2921	130530.5012	2732.292
583800.2921	130530.5012	2732.085
583802.2921	130530.5012	2731.877
583804.2921	130530.5012	2731.721
583806.2921	130530.5012	2731.53
583808.2921	130530.5012	2731.316
583810.2921	130530.5012	2731.061
583812.2921	130530.5012	2730.843
583768.2921	130528.5012	2735.543
583770.2921	130528.5012	2735.342
583772.2921	130528.5012	2735.119
583812.2921	130528.5012	2730.904
583814.2921	130528.5012	2730.742
583816.2921	130528.5012	2730.616
583818.2921	130528.5012	2730.541
583820.2921	130528.5012	2730.553
583822.2921	130528.5012	2730.567
583824.2921	130528.5012	2730.199
583826.2921	130528.5012	2729.809
583828.2921	130528.5012	2729.528
583830.2921	130528.5012	2729.327
583832.2921	130528.5012	2729.036
583834.2921	130528.5012	2728.769
583836.2921	130528.5012	2728.548
583838.2921	130528.5012	2728.584
583840.2921	130528.5012	2728.509
583842.2921	130528.5012	2728.35
583938.2921	130528.5012	2722.409
583940.2921	130528.5012	2722.299
583942.2921	130528.5012	2722.193
583944.2921	130528.5012	2722.063
583946.2921	130528.5012	2721.928
583948.2921	130528.5012	2721.796
583950.2921	130528.5012	2721.648
583952.2921	130528.5012	2721.478
583954.2921	130528.5012	2721.353
583956.2921	130528.5012	2721.269
583958.2921	130528.5012	2721.187
583960.2921	130528.5012	2721.129
583962.2921	130528.5012	2721.046
583964.2921	130528.5012	2720.904
583966.2921	130528.5012	2720.687
583968.2921	130528.5012	2720.559
583970.2921	130528.5012	2720.419
583972.2921	130528.5012	2720.319
583974.2921	130528.5012	2720.243
583976.2921	130528.5012	2720.122
583978.2921	130528.5012	2719.956
583980.2921	130528.5012	2719.724
583764.2921	130526.5012	2736.115
583766.2921	130526.5012	2735.78
583768.2921	130526.5012	2735.415
583842.2921	130526.5012	2728.319
583844.2921	130526.5012	2728.141
583846.2921	130526.5012	2728.014
583848.2921	130526.5012	2727.893
583850.2921	130526.5012	2727.748
583852.2921	130526.5012	2727.531
583854.2921	130526.5012	2727.32
583856.2921	130526.5012	2727.078
583858.2921	130526.5012	2726.791
583860.2921	130526.5012	2726.476
583862.2921	130526.5012	2726.219
583864.2921	130526.5012	2726.064
583866.2921	130526.5012	2725.901
583868.2921	130526.5012	2725.732
583870.2921	130526.5012	2725.61
583872.2921	130526.5012	2725.514
583874.2921	130526.5012	2725.427
583876.2921	130526.5012	2725.399
583878.2921	130526.5012	2725.364
583880.2921	130526.5012	2725.26
583882.2921	130526.5012	2725.13
583884.2921	130526.5012	2724.969
583886.2921	130526.5012	2724.772
583888.2921	130526.5012	2724.619
583890.2921	130526.5012	2724.493
583892.2921	130526.5012	2724.349
583894.2921	130526.5012	2724.213
583896.2921	130526.5012	2724.078
583898.2921	130526.5012	2723.931
583900.2921	130526.5012	2723.92
583902.2921	130526.5012	2723.96
583904.2921	130526.5012	2724.065
583906.2921	130526.5012	2724.102
583908.2921	130526.5012	2724.08
583910.2921	130526.5012	2723.973
583912.2921	130526.5012	2723.831
583914.2921	130526.5012	2723.664
583916.2921	130526.5012	2723.508
583918.2921	130526.5012	2723.362
583920.2921	130526.5012	2723.206
583922.2921	130526.5012	2723.036
583924.2921	130526.5012	2722.872
583926.2921	130526.5012	2722.737
583928.2921	130526.5012	2722.629
583930.2921	130526.5012	2722.563
583932.2921	130526.5012	2722.534
583934.2921	130526.5012	2722.52
583936.2921	130526.5012	2722.515
583938.2921	130526.5012	2722.468
583760.2921	130524.5012	2736.613
583762.2921	130524.5012	2736.325
583764.2921	130524.5012	2736.011
583756.2921	130522.5012	2737.038
583758.2921	130522.5012	2736.803
583760.2921	130522.5012	2736.503
583750.2921	130520.5012	2737.831
583752.2921	130520.5012	2737.499
583754.2921	130520.5012	2737.217
583756.2921	130520.5012	2736.955
583746.2921	130518.5012	2738.27
583748.2921	130518.5012	2738.032
583750.2921	130518.5012	2737.773
583742.2921	130516.5012	2738.602
583744.2921	130516.5012	2738.359
583746.2921	130516.5012	2738.159
583738.2921	130514.5012	2738.975
583740.2921	130514.5012	2738.746
583742.2921	130514.5012	2738.49
583734.2921	130512.5012	2739.247
583736.2921	130512.5012	2738.978
583738.2921	130512.5012	2738.776
583730.2921	130510.5012	2739.659
583732.2921	130510.5012	2739.411
583734.2921	130510.5012	2739.161
583726.2921	130508.5012	2740.074
583728.2921	130508.5012	2739.859
583730.2921	130508.5012	2739.606
583726.2921	130506.5012	2739.994
583982.2921	130528.5012	2719.545
583984.2921	130528.5012	2719.352
583986.2921	130528.5012	2719.179
583988.2921	130528.5012	2718.992
583990.2921	130528.5012	2718.891
583992.2921	130528.5012	2718.941
583994.2921	130528.5012	2718.883
583996.2921	130528.5012	2718.783
583998.2921	130528.5012	2718.681
584000.2921	130528.5012	2718.539
584002.2921	130528.5012	2718.358
584004.2921	130528.5012	2718.115
584006.2921	130528.5012	2717.901
584008.2921	130528.5012	2717.677
584010.2921	130528.5012	2717.494
584012.2921	130528.5012	2717.356
584014.2921	130528.5012	2717.226
584016.2921	130528.5012	2717.08
584018.2921	130528.5012	2716.934
584020.2921	130528.5012	2716.78
584022.2921	130528.5012	2716.646
584022.2921	130526.5012	2716.644
584024.2921	130526.5012	2716.477
584026.2921	130526.5012	2716.285
584028.2921	130526.5012	2716.081
584030.2921	130526.5012	2715.856
584032.2921	130526.5012	2715.554
584034.2921	130526.5012	2715.256
584036.2921	130526.5012	2715.002
584038.2921	130526.5012	2714.821
584040.2921	130526.5012	2714.625
584042.2921	130526.5012	2714.409
584044.2921	130526.5012	2714.181
584046.2921	130526.5012	2713.959
584048.2921	130526.5012	2713.727
584048.2921	130524.5012	2713.707
584050.2921	130524.5012	2713.503
584052.2921	130524.5012	2713.268
584054.2921	130524.5012	2713.119
584056.2921	130524.5012	2713.038
584058.2921	130524.5012	2712.883
584060.2921	130524.5012	2712.653
584062.2921	130524.5012	2712.425
584064.2921	130524.5012	2712.08
584066.2921	130524.5012	2711.763
584068.2921	130524.5012	2711.56
584070.2921	130524.5012	2711.442
584072.2921	130524.5012	2711.184
584072.2921	130522.5012	2711.122
584074.2921	130522.5012	2710.965
584076.2921	130522.5012	2710.746
584078.2921	130522.5012	2710.442
584080.2921	130522.5012	2710.121
584082.2921	130522.5012	2709.784
584084.2921	130522.5012	2709.537
584086.2921	130522.5012	2709.353
584088.2921	130522.5012	2709.191
584088.2921	130520.5012	2709.146
584090.2921	130520.5012	2709.024
584092.2921	130520.5012	2708.844
584094.2921	130520.5012	2708.557
584094.2921	130518.5012	2708.46
584096.2921	130518.5012	2708.14
584098.2921	130518.5012	2707.817
584100.2921	130518.5012	2707.528
584102.2921	130518.5012	2707.201
584102.2921	130516.5012	2707.105
584104.2921	130516.5012	2706.83
584106.2921	130516.5012	2706.644
584108.2921	130516.5012	2706.432
584110.2921	130516.5012	2706.101
584110.2921	130514.5012	2706.12
584112.2921	130514.5012	2705.783
584114.2921	130514.5012	2705.485
584116.2921	130514.5012	2705.184
584116.2921	130512.5012	2705.134
584118.2921	130512.5012	2704.798
584120.2921	130512.5012	2704.442
584122.2921	130512.5012	2704.108
584124.2921	130512.5012	2703.788
584124.2921	130510.5012	2703.642
584126.2921	130510.5012	2703.265
584128.2921	130510.5012	2702.876
584130.2921	130510.5012	2702.514
584132.2921	130510.5012	2702.088
584132.2921	130508.5012	2701.934
584134.2921	130508.5012	2701.558
584136.2921	130508.5012	2701.195
584138.2921	130508.5012	2700.764
584140.2921	130508.5012	2700.427
584142.2921	130508.5012	2700.145
584142.2921	130506.5012	2700.023
584144.2921	130506.5012	2699.595
584146.2921	130506.5012	2699.212
584148.2921	130506.5012	2698.732
584150.2921	130506.5012	2698.162
584152.2921	130506.5012	2697.561
584154.2921	130506.5012	2697.152
584156.2921	130506.5012	2696.84
584156.2921	130504.5012	2696.683
584158.2921	130504.5012	2696.259
584160.2921	130504.5012	2695.882
584162.2921	130504.5012	2695.441
584164.2921	130504.5012	2694.914
584166.2921	130504.5012	2694.284
584168.2921	130504.5012	2693.624
584168.2921	130502.5012	2693.416
584170.2921	130502.5012	2692.568
584172.2921	130502.5012	2691.982
584174.2921	130502.5012	2691.56
584176.2921	130502.5012	2691.093
584178.2921	130502.5012	2690.39
584180.2921	130502.5012	2689.553
584182.2921	130502.5012	2688.854
584184.2921	130502.5012	2688.179
584234.2921	130502.5012	2673.132
584236.2921	130502.5012	2672.401
584184.2921	130500.5012	2688.215
584186.2921	130500.5012	2687.361
584188.2921	130500.5012	2686.771
584190.2921	130500.5012	2686.324
584192.2921	130500.5012	2685.893
584194.2921	130500.5012	2685.279
584196.2921	130500.5012	2684.53
584198.2921	130500.5012	2683.946
584200.2921	130500.5012	2683.446
584224.2921	130500.5012	2677.184
584226.2921	130500.5012	2676.584
584228.2921	130500.5012	2675.783
584230.2921	130500.5012	2674.931
584232.2921	130500.5012	2674.079
584234.2921	130500.5012	2673.248
584200.2921	130498.5012	2683.656
584202.2921	130498.5012	2683.266
584204.2921	130498.5012	2682.908
584206.2921	130498.5012	2682.441
584208.2921	130498.5012	2681.81
584210.2921	130498.5012	2681.1
584212.2921	130498.5012	2680.564
584214.2921	130498.5012	2680.096
584216.2921	130498.5012	2679.531
584218.2921	130498.5012	2678.854
584220.2921	130498.5012	2678.21
584222.2921	130498.5012	2677.798
584224.2921	130498.5012	2677.375
584214.2921	130496.5012	2680.146
584216.2921	130496.5012	2679.502
584390.2921	130522.5012	2644.403
584392.2921	130522.5012	2644.052
584394.2921	130522.5012	2643.721
584396.2921	130522.5012	2643.433
584398.2921	130522.5012	2643.078
584400.2921	130522.5012	2642.542
584402.2921	130522.5012	2642.092
584404.2921	130522.5012	2641.615
584406.2921	130522.5012	2641.247
584408.2921	130522.5012	2640.919
584410.2921	130522.5012	2640.542
584412.2921	130522.5012	2640.163
584414.2921	130522.5012	2639.792
584416.2921	130522.5012	2639.544
584418.2921	130522.5012	2639.31
584420.2921	130522.5012	2639.075
584422.2921	130522.5012	2638.829
584424.2921	130522.5012	2638.655
584426.2921	130522.5012	2638.488
584428.2921	130522.5012	2638.38
584430.2921	130522.5012	2638.262
584432.2921	130522.5012	2638.156
584434.2921	130522.5012	2638.027
584436.2921	130522.5012	2637.899
584438.2921	130522.5012	2637.77
584440.2921	130522.5012	2637.702
584442.2921	130522.5012	2637.655
584444.2921	130522.5012	2637.635
584446.2921	130522.5012	2637.643
584448.2921	130522.5012	2637.712
584450.2921	130522.5012	2637.814
584452.2921	130522.5012	2637.861
584454.2921	130522.5012	2637.945
584456.2921	130522.5012	2638.001
584340.2921	130520.5012	2652.31
584342.2921	130520.5012	2652.076
584344.2921	130520.5012	2651.828
584346.2921	130520.5012	2651.586
584348.2921	130520.5012	2651.401
584350.2921	130520.5012	2651.153
584352.2921	130520.5012	2650.854
584354.2921	130520.5012	2650.493
584356.2921	130520.5012	2650.195
584358.2921	130520.5012	2649.862
584360.2921	130520.5012	2649.471
584362.2921	130520.5012	2649.074
584364.2921	130520.5012	2648.824
584366.2921	130520.5012	2648.634
584368.2921	130520.5012	2648.449
584370.2921	130520.5012	2648.128
584372.2921	130520.5012	2647.731
584374.2921	130520.5012	2647.354
584376.2921	130520.5012	2646.971
584378.2921	130520.5012	2646.531
584380.2921	130520.5012	2646.186
584382.2921	130520.5012	2645.905
584384.2921	130520.5012	2645.601
584386.2921	130520.5012	2645.262
584388.2921	130520.5012	2644.837
584390.2921	130520.5012	2644.476
584456.2921	130520.5012	2637.784
584458.2921	130520.5012	2637.916
584460.2921	130520.5012	2637.756
584462.2921	130520.5012	2637.396
584464.2921	130520.5012	2637.044
584466.2921	130520.5012	2636.743
584468.2921	130520.5012	2636.437
584470.2921	130520.5012	2636.224
584472.2921	130520.5012	2635.971
584474.2921	130520.5012	2635.792
584476.2921	130520.5012	2635.607
584478.2921	130520.5012	2635.313
584480.2921	130520.5012	2634.916
584482.2921	130520.5012	2634.572
584484.2921	130520.5012	2634.212
584486.2921	130520.5012	2633.832
584488.2921	130520.5012	2633.388
584490.2921	130520.5012	2633.038
584322.2921	130518.5012	2655.56
584324.2921	130518.5012	2655.361
584326.2921	130518.5012	2655.019
584328.2921	130518.5012	2654.535
584330.2921	130518.5012	2654.205
584332.2921	130518.5012	2653.87
584334.2921	130518.5012	2653.444
584336.2921	130518.5012	2652.928
584338.2921	130518.5012	2652.592
584340.2921	130518.5012	2652.356
584490.2921	130518.5012	2632.91
584492.2921	130518.5012	2632.525
584308.2921	130516.5012	2657.68
584310.2921	130516.5012	2657.259
584312.2921	130516.5012	2656.709
584314.2921	130516.5012	2656.57
584316.2921	130516.5012	2656.354
584318.2921	130516.5012	2656.09
584320.2921	130516.5012	2655.862
584322.2921	130516.5012	2655.762
584296.2921	130514.5012	2659.616
584298.2921	130514.5012	2659.386
584300.2921	130514.5012	2659.078
584302.2921	130514.5012	2658.839
584304.2921	130514.5012	2658.563
584306.2921	130514.5012	2658.297
584308.2921	130514.5012	2657.995
584282.2921	130512.5012	2661.657
584284.2921	130512.5012	2661.377
584286.2921	130512.5012	2661.031
584288.2921	130512.5012	2660.81
584290.2921	130512.5012	2660.65
584292.2921	130512.5012	2660.435
584294.2921	130512.5012	2660.177
584296.2921	130512.5012	2659.887
584272.2921	130510.5012	2663.2
584274.2921	130510.5012	2662.853
584276.2921	130510.5012	2662.575
584278.2921	130510.5012	2662.328
584280.2921	130510.5012	2662.112
584282.2921	130510.5012	2661.889
584264.2921	130508.5012	2664.579
584266.2921	130508.5012	2664.325
584268.2921	130508.5012	2664.055
584270.2921	130508.5012	2663.763
584272.2921	130508.5012	2663.398
584254.2921	130506.5012	2666.488
584256.2921	130506.5012	2666.01
584258.2921	130506.5012	2665.674
584260.2921	130506.5012	2665.33
584262.2921	130506.5012	2665.061
584264.2921	130506.5012	2664.805
584244.2921	130504.5012	2669.601
584246.2921	130504.5012	2669.053
584248.2921	130504.5012	2668.533
584250.2921	130504.5012	2667.964
584252.2921	130504.5012	2667.335
584254.2921	130504.5012	2666.658
584238.2921	130502.5012	2671.883
584240.2921	130502.5012	2671.269
584242.2921	130502.5012	2670.583
584244.2921	130502.5012	2669.862
584696.2921	130540.5012	2588.191
584698.2921	130540.5012	2587.88
584700.2921	130540.5012	2587.577
584702.2921	130540.5012	2587.401
584704.2921	130540.5012	2587.317
584706.2921	130540.5012	2587.254
584708.2921	130540.5012	2587.166
584710.2921	130540.5012	2587.011
584712.2921	130540.5012	2586.758
584714.2921	130540.5012	2586.489
584600.2921	130538.5012	2595.44
584602.2921	130538.5012	2595.19
584604.2921	130538.5012	2594.958
584606.2921	130538.5012	2594.635
584608.2921	130538.5012	2594.24
584610.2921	130538.5012	2593.967
584612.2921	130538.5012	2593.735
584680.2921	130538.5012	2590.468
584682.2921	130538.5012	2590.37
584684.2921	130538.5012	2590.095
584686.2921	130538.5012	2589.757
584688.2921	130538.5012	2589.506
584690.2921	130538.5012	2589.268
584692.2921	130538.5012	2589.024
584694.2921	130538.5012	2588.753
584696.2921	130538.5012	2588.49
584714.2921	130538.5012	2586.803
584716.2921	130538.5012	2586.613
584718.2921	130538.5012	2586.397
584720.2921	130538.5012	2586.085
584722.2921	130538.5012	2585.662
584724.2921	130538.5012	2585.136
584726.2921	130538.5012	2584.621
584728.2921	130538.5012	2584.094
584730.2921	130538.5012	2583.662
584732.2921	130538.5012	2583.341
584596.2921	130536.5012	2596.964
584598.2921	130536.5012	2596.547
584600.2921	130536.5012	2596.189
584612.2921	130536.5012	2594.123
584614.2921	130536.5012	2593.915
584616.2921	130536.5012	2593.636
584618.2921	130536.5012	2593.341
584620.2921	130536.5012	2593.151
584622.2921	130536.5012	2593.004
584624.2921	130536.5012	2592.886
584626.2921	130536.5012	2592.789
584628.2921	130536.5012	2592.683
584630.2921	130536.5012	2592.546
584632.2921	130536.5012	2592.419
584634.2921	130536.5012	2592.319
584636.2921	130536.5012	2592.211
584638.2921	130536.5012	2591.975
584640.2921	130536.5012	2591.693
584642.2921	130536.5012	2591.719
584644.2921	130536.5012	2591.894
584646.2921	130536.5012	2592.112
584648.2921	130536.5012	2592.216
584650.2921	130536.5012	2592.264
584652.2921	130536.5012	2592.254
584654.2921	130536.5012	2592.17
584656.2921	130536.5012	2592.02
584658.2921	130536.5012	2591.765
584660.2921	130536.5012	2591.515
584662.2921	130536.5012	2591.374
584664.2921	130536.5012	2591.214
584666.2921	130536.5012	2591.038
584668.2921	130536.5012	2590.91
584670.2921	130536.5012	2590.89
584672.2921	130536.5012	2590.901
584674.2921	130536.5012	2590.845
584676.2921	130536.5012	2590.77
584678.2921	130536.5012	2590.75
584680.2921	130536.5012	2590.717
584732.2921	130536.5012	2583.814
584734.2921	130536.5012	2583.618
584736.2921	130536.5012	2583.438
584738.2921	130536.5012	2583.245
584740.2921	130536.5012	2582.909
584742.2921	130536.5012	2582.486
584744.2921	130536.5012	2582.147
584746.2921	130536.5012	2581.91
584748.2921	130536.5012	2581.688
584590.2921	130534.5012	2599.19
584592.2921	130534.5012	2598.686
584594.2921	130534.5012	2598.132
584596.2921	130534.5012	2597.618
584586.2921	130532.5012	2600.755
584588.2921	130532.5012	2600.303
584590.2921	130532.5012	2599.819
584580.2921	130530.5012	2603.653
584582.2921	130530.5012	2602.571
584584.2921	130530.5012	2601.826
584586.2921	130530.5012	2601.287
584574.2921	130528.5012	2606.648
584576.2921	130528.5012	2606.053
584578.2921	130528.5012	2605.361
584580.2921	130528.5012	2604.419
584570.2921	130526.5012	2608.506
584572.2921	130526.5012	2607.805
584574.2921	130526.5012	2607.155
584564.2921	130524.5012	2610.834
584566.2921	130524.5012	2610.094
584568.2921	130524.5012	2609.495
584570.2921	130524.5012	2608.879
584560.2921	130522.5012	2612.763
584562.2921	130522.5012	2611.936
584564.2921	130522.5012	2611.087
584536.2921	130520.5012	2620.704
584538.2921	130520.5012	2620.159
584540.2921	130520.5012	2619.539
584542.2921	130520.5012	2618.965
584544.2921	130520.5012	2618.285
584546.2921	130520.5012	2617.534
584548.2921	130520.5012	2616.921
584550.2921	130520.5012	2616.321
584552.2921	130520.5012	2615.769
584554.2921	130520.5012	2615.181
584556.2921	130520.5012	2614.478
584558.2921	130520.5012	2613.748
584560.2921	130520.5012	2613.02
584494.2921	130518.5012	2632.015
584496.2921	130518.5012	2631.607
584498.2921	130518.5012	2631.242
584500.2921	130518.5012	2630.845
584502.2921	130518.5012	2630.338
584504.2921	130518.5012	2629.82
584506.2921	130518.5012	2629.423
584508.2921	130518.5012	2629.019
584510.2921	130518.5012	2628.445
584512.2921	130518.5012	2627.65
584514.2921	130518.5012	2627.115
584516.2921	130518.5012	2626.681
584518.2921	130518.5012	2626.146
584520.2921	130518.5012	2625.574
584522.2921	130518.5012	2625.003
584524.2921	130518.5012	2624.552
584526.2921	130518.5012	2624.025
584528.2921	130518.5012	2623.401
584530.2921	130518.5012	2622.565
584532.2921	130518.5012	2621.934
584534.2921	130518.5012	2621.401
584536.2921	130518.5012	2620.816
584750.2921	130536.5012	2581.404
584750.2921	130534.5012	2581.861
584752.2921	130534.5012	2581.599
584754.2921	130534.5012	2581.34
584756.2921	130534.5012	2581.041
584758.2921	130534.5012	2580.672
584760.2921	130534.5012	2580.28
584762.2921	130534.5012	2579.963
584764.2921	130534.5012	2579.525
584766.2921	130534.5012	2578.872
584766.2921	130532.5012	2579.134
584768.2921	130532.5012	2578.58
584770.2921	130532.5012	2578.183
584772.2921	130532.5012	2577.921
584774.2921	130532.5012	2577.677
584776.2921	130532.5012	2577.332
584778.2921	130532.5012	2576.919
584780.2921	130532.5012	2576.602
584782.2921	130532.5012	2576.322
584782.2921	130530.5012	2576.777
584784.2921	130530.5012	2576.469
584786.2921	130530.5012	2576.091
584788.2921	130530.5012	2575.697
584790.2921	130530.5012	2575.247
584792.2921	130530.5012	2574.82
584794.2921	130530.5012	2574.49
584796.2921	130530.5012	2574.128
584798.2921	130530.5012	2573.67
584800.2921	130530.5012	2573.19
584800.2921	130528.5012	2573.734
584802.2921	130528.5012	2573.337
584804.2921	130528.5012	2572.98
584806.2921	130528.5012	2572.626
584808.2921	130528.5012	2572.275
584810.2921	130528.5012	2571.833
584812.2921	130528.5012	2571.355
584814.2921	130528.5012	2570.993
584816.2921	130528.5012	2570.66
584818.2921	130528.5012	2570.331
584820.2921	130528.5012	2569.934
584820.2921	130526.5012	2570.476
584822.2921	130526.5012	2570.027
584824.2921	130526.5012	2569.591
584826.2921	130526.5012	2569.189
584828.2921	130526.5012	2568.873
584830.2921	130526.5012	2568.537
584832.2921	130526.5012	2568.189
584834.2921	130526.5012	2567.765
584836.2921	130526.5012	2567.394
584838.2921	130526.5012	2566.984
584840.2921	130526.5012	2566.591
584842.2921	130526.5012	2566.195
584842.2921	130524.5012	2566.55
584844.2921	130524.5012	2566.147
584846.2921	130524.5012	2565.734
584848.2921	130524.5012	2565.386
584850.2921	130524.5012	2565.064
