,X,Y,alt
1954500,1785,364,6.712366739524896
254068,1568,1144,-42.10742198877324
1742544,1679,475,24.082710627500546
1173402,2984,727,48.05598002022998
560945,1397,976,-1.224526310938927
1443819,67,615,37.388213139534855
446296,2512,1033,1.6820232239624602
1700103,2155,496,-0.9812168821249543
2084734,859,287,9.651981735448317
34177,2853,1401,3.330449820373815
2202784,2334,151,-39.65844427926186
351444,2184,1083,4.950472064506357
1303163,2529,673,-0.23670768680312904
1520839,1741,581,21.591029361451092
1529619,2360,577,-8.977914314847112
545695,3392,984,24.318517063165928
1493488,907,594,-16.903680392525075
942837,3359,821,-33.67839998857107
2125417,1504,262,7.743826196558075
441316,1390,1035,-6.434674828355583
290145,1379,1119,-14.136321606621095
2174722,2250,222,-22.030126754294542
2211981,2226,118,-46.54811557231233
39815,2743,1388,10.436638791157748
88346,2711,1301,24.232241845462795
114993,2846,1258,9.28192313930731
17521,2960,1447,-3.6166687541044666
1686048,607,502,65.05267123295789
615353,2873,952,-30.291869015765315
2137571,1520,254,4.496557066886908
262164,3047,1139,-16.041483148634143
14364,2708,1457,11.873626878872528
442072,2146,1035,25.92060166207466
1350858,1937,653,37.72355676985262
1819599,1511,436,-0.6766109930936182
1398258,16,633,26.992276191654582
1361107,2683,649,19.403376550575558
975329,2822,808,-10.264324023070913
1718071,1583,487,17.378944287786908
695943,3291,918,28.572471303694783
1562458,2171,561,-19.363319662232698
2044613,1984,312,4.176480831111803
1887435,642,400,39.912421596356126
2217602,2279,94,-46.334760276068664
767766,2364,889,15.442122326150184
954737,2539,816,-8.910451203937555
716843,1797,909,1.6683155562468528
677447,1934,925,13.063580182005808
91014,2939,1297,31.49321047176545
2217398,2287,95,-48.67213285960406
1196299,1808,717,21.953314773801594
1781014,2161,456,-7.228962166609563
62864,3032,1344,4.589864744798433
1209154,2658,712,-6.580916075522509
55721,2604,1356,-2.7582140786848868
1980469,1191,349,-2.091189341820609
69570,2691,1332,20.622257732640264
1283448,2386,681,-7.00497393014075
1006521,1483,795,-20.290770854670427
675893,2810,926,-34.55893049934002
993248,3148,801,33.860054258304444
1489444,1072,596,-25.883005670300463
510712,1701,1000,-13.49698942697023
1174609,1776,726,14.55383498733454
2164344,1396,234,11.613212053082407
891577,3230,841,18.068513758726567
1354512,21,651,14.830382696943616
1931198,1924,377,-2.423913726380306
1580806,1447,552,-10.262633212759283
1628067,1801,530,22.2654039601166
1087758,1765,762,11.24402475572333
1938072,1546,373,2.3940997881823023
1920783,2457,383,24.998335569542178
170990,683,1204,53.5321409850867
1856727,2067,417,10.401940411673877
514461,1316,998,-2.281235638119597
1291121,2725,678,8.334560973785301
1242574,2532,698,2.5503573459163817
1617195,1608,535,19.04506837167446
786703,1140,881,-2.402841359491049
910962,2058,833,35.148409288528455
1387976,2981,638,29.999598216198137
333540,2840,1093,-7.819419529618244
1672042,1290,509,-29.497824562884034
2160009,2032,238,-4.946053239782486
549214,2488,982,17.321483341216663
2098653,1831,279,27.69613907734083
1977757,1991,351,8.470593163324338
925387,1181,827,-9.665613134433443
1862453,2082,414,5.5076701263278665
21116,2717,1435,14.82889698551844
1927444,1809,379,2.2313337894120195
425209,2598,1044,-12.264777438664169
1733403,625,479,46.198453222319586
1197572,3081,717,25.818775251429543
1907751,2320,390,36.279682985986256
303573,2917,1111,-0.7925501269355664
1176612,1367,725,-19.719339366493386
1113369,3084,752,34.91018177284877
2003018,1131,336,-17.917172890026904
1605469,462,540,13.748552956995809
2116422,2000,268,-0.6922791819920349
1593814,1671,546,32.50283159615947
673756,3157,927,-6.155938008112571
1923589,1604,381,10.440265319988612
223819,3046,1165,0.31297323220906037
546051,1450,983,-2.2939340395723775
1364390,1198,647,-40.64852297969355
2180501,2105,211,-10.141174557526938
1150681,1880,736,18.354466817089815
1198914,2022,716,33.676774308889435
538978,2843,987,-24.624309124427782
1171591,1173,727,-25.43983982282225
1915610,953,385,-14.5011262234475
393028,2646,1061,-14.714733811391397
192300,1571,1186,-55.74020541655864
802489,1672,875,-4.639713702520567
1355222,1555,651,7.887139779336849
299499,1624,1113,-29.815715931144496
2026505,2393,323,0.3046009188269636
1534684,1317,574,-34.94057077339585
902529,1312,836,-35.478320274156886
615429,2949,952,-22.755535441959182
823995,2652,867,-8.734087135537266
1401690,1536,632,5.979797115266592
726135,1093,905,12.833512742566654
786394,3357,882,-4.392079636398648
1455275,1840,611,34.60611207611555
1760205,1262,466,-22.29707645696817
1388895,1381,637,-30.08447198091335
514802,1657,998,1.6223644065771623
2012963,770,330,34.00148075564039
486768,2041,1012,24.39126364115282
1560752,2602,562,42.076392302543354
554491,1370,979,0.7168555933390053
2031880,1007,319,-4.226429314489451
1000981,3399,798,-71.33659298393786
313368,1627,1104,-28.357884076857317
64409,2838,1341,2.728710157911337
10302,2751,1473,16.469975925762355
61083,2966,1347,19.66062995366383
387677,2936,1064,-6.988701373163167
1014323,1852,792,18.29451882637659
1376001,196,642,15.827624358106732
772823,2371,887,15.788674140759213
844766,2859,859,-22.076495047879234
364721,2412,1076,-10.199792192565837
1296231,2938,676,49.65714925631073
2055598,1299,305,2.178516414018304
954711,2513,816,-8.304088739333565
1759156,2215,467,3.8752140441238225
1223060,2174,706,10.190077576313342
1213363,2065,710,36.82993960359545
270170,2472,1133,-35.10282817372399
1117945,2826,750,-4.785772144072325
812131,1066,871,13.527942715767495
1391429,1384,636,-28.867428888114773
297383,2854,1115,-2.3181489902772228
2133474,1961,257,9.010956089464798
1147178,3175,738,4.452766866078036
1095364,2070,759,31.486477213781654
1691340,1717,500,18.98547484601113
1887833,1040,400,-12.82027416087658
1292582,1738,677,19.237586964569346
1198000,1108,716,-18.98354569940875
1025667,3310,788,-28.22429992788102
853647,1449,855,-31.101914545056843
930275,3523,826,-107.27042225073319
2016055,2153,329,28.254233068960275
69005,2721,1333,19.13732962457061
2130598,2101,259,7.190528357146832
26673,2948,1420,-7.618071303450051
857758,2983,854,-31.16977938027003
18920,2804,1442,21.132859701774578
146219,982,1222,65.53938287255278
1222269,1383,706,-27.745576075182726
253618,2930,1145,10.86205822204829
1447670,1861,614,38.757169655880716
1335525,319,659,23.9096566176363
2210873,2147,122,-33.02104274026169
387714,2973,1064,-10.784224183698825
691235,144,919,-16.280411699131037
1273533,2220,685,-7.5806459548748535
206571,1873,1176,-60.892516357531804
1772976,2065,460,7.944125139878452
60784,2667,1347,15.783902585227224
493497,2782,1009,-20.288855012978274
57070,2860,1354,8.568893019218194
334240,1695,1092,-13.692310917746454
205720,3012,1177,12.801897635093155
1833,2819,1524,15.026198122383903
1061309,2130,773,29.7518942341776
1687833,2392,502,13.585893518112243
319929,1727,1100,-16.246126864918097
1746598,1704,473,19.81089864244268
1682024,775,504,9.65494687330056
1154980,1377,734,-22.27825906885255
868919,1244,849,-16.13185912100471
1291624,3228,678,-51.639939691079235
1254047,2086,693,39.88642742850516
513160,2085,999,30.930195230585923
736028,3461,902,-29.058681784060354
1699066,1118,496,-22.336454491892255
2195524,2341,173,-42.936584894770476
1621828,1965,533,22.71957236909475
2085833,1958,287,4.676149030144188
1511633,2644,586,45.06661378703029
2040879,1599,314,-6.039049368006545
1542817,1249,570,-37.010146653536594
1798867,2264,447,8.459094916718186
1273053,1740,685,20.36555058571639
1454878,1443,611,-10.722966901907057
712896,2838,911,-26.17831711984627
1556034,2082,564,-3.886543161330337
1691492,1869,500,20.16050557940207
1435411,2439,619,-2.9848478999010695
723386,3345,907,6.127845373152013
443347,1492,1034,-0.3408631418792538
1026188,1364,787,-29.76398574514633
141728,725,1225,76.21249418701245
1246748,1932,696,34.779065484075545
163205,1059,1210,38.35258320127241
1627173,907,530,-28.198680537644577
1001389,1319,797,-23.650054020969492
1126451,1682,746,7.094940276123452
437188,3047,1038,-24.282973876101096
394954,2689,1060,-19.98025160517318
1859611,1142,415,-23.38456508995614
1360414,1990,649,21.706055603794084
34546,2795,1400,6.422792570919228
1740970,2123,476,-0.3740228123278939
1124564,2205,747,6.9918902307513235
2025799,1687,323,-5.758626729040316
804168,3351,875,-2.5394277461255115
519409,2114,996,31.97937177197946
1558275,2230,563,-5.44796173675968
717124,2078,909,29.086016998091964
675316,2233,926,4.078976974124544
685802,2972,922,-30.287020968626166
922438,3323,829,-12.904763837529572
1872345,2496,409,26.760681602281693
355961,2974,1081,-8.953037138750915
1661233,1016,514,-13.58298738887197
1185947,1068,721,-17.080439018277502
1336630,2011,659,21.513449524405587
860238,2885,853,-23.040573102585768
1838815,1392,426,-5.083374226239812
120006,2628,1250,5.327740455598814
1427203,1876,622,36.16893241479784
2082085,1465,289,12.359109327028364
423585,2882,1045,-17.51326680739021
1061300,2121,773,30.85593336499869
1556478,2526,564,34.35100062201991
510250,1239,1000,-1.7536112929492447
354351,1364,1081,-10.791247913753523
286334,2075,1122,2.073670298773777
140476,814,1226,61.11510584518737
977407,2370,807,11.447119368885978
1956732,2232,363,29.041724181478457
115985,2592,1256,9.480047801715045
884857,1677,843,2.4167213710652504
656811,2908,934,-18.388232146751307
1912612,1637,387,10.02950585103963
1006464,1426,795,-25.966334670848028
303887,1422,1110,-24.23485171688253
499838,3082,1006,-31.334377369553295
1073456,2074,768,30.413237921142354
847789,3312,858,0.794289606114944
77157,3061,1320,-3.745930763380784
856066,1291,854,-12.326681345612997
807301,1366,873,-17.798863922704186
1944880,1135,369,-19.57235315642629
2154259,1273,242,1.2350320430687134
190274,2670,1188,8.35335732688145
2091067,2323,284,-12.802896627195878
70455,2980,1331,21.16032062906197
1474569,1526,603,-2.2538189523857
823722,2379,867,13.628570007111193
482929,2178,1014,23.015041733594444
346460,2781,1086,-5.448452705564705
1716052,1614,488,18.81930392932145
1735574,771,478,-0.4726936410615963
1791617,913,450,-18.78632625550199
1621312,1449,533,-4.366161506863136
686188,3392,922,-6.249867327281208
1232917,2449,702,-7.262782244943082
1516516,1489,583,-10.544653049117187
184933,1683,1192,-63.59052926372988
1454655,1220,611,-39.62105605428951
1344218,2430,656,-6.821208149067388
1043552,1521,780,-10.53925362736436
2163866,2342,235,-35.46390300820076
341284,1322,1088,-3.0322451606352843
2027547,1741,322,12.432803982498626
1563704,1286,560,-33.15842853804543
2060767,1496,302,11.784457754653886
233265,288,1158,22.52129265823487
1650550,913,519,-23.9397948788328
1099432,1271,757,-19.128156172459057
354703,1716,1081,-4.151514134664922
1174976,2143,726,21.162228213571325
1172558,2140,727,22.232498706361184
1486911,2823,598,56.24463233448523
110996,2583,1264,12.645969015780793
126814,2947,1241,31.269899677035937
945351,3329,820,-21.71108850650353
758307,3036,893,-34.922891143236484
1765812,878,463,-15.345236943770033
1367735,2162,646,-10.947422634991653
1055175,3338,776,-54.04253153469017
1478796,1293,601,-34.45083650620609
461595,2371,1025,-33.22514580033112
2052592,1617,307,-6.6323380831127
393484,3102,1061,-33.5317560783642
2062965,2041,301,0.5525560682654032
1011829,1834,793,12.89202277792674
1680437,1287,505,-29.412403841234664
1586519,767,549,6.874404261926884
649199,2325,937,-7.749136253627057
1354886,1219,651,-43.05038489833305
540433,2188,986,29.03385375750713
230664,1690,1160,-60.38710763390509
1558142,2097,563,-12.860012336172531
1987297,1021,345,-14.437914958427882
921402,2287,829,-8.7578746276522
2206855,2226,137,-46.36895667242288
775755,2786,886,-28.393048773100872
1180741,3084,724,26.894768533560182
1539237,1773,572,22.29696611478812
767800,2398,889,18.31172203753931
642633,2724,940,-37.725327802297215
1336029,1410,659,-30.727295036977466
1276086,2338,684,-4.229815043626786
309138,2058,1107,12.024280633026592
533339,1419,989,-0.498520127100619
2062726,1802,301,14.25048977905817
587825,2142,964,36.61929462234957
1462255,1241,608,-39.90035594337587
1923401,1416,381,-10.215699808782574
88467,2832,1301,4.217268630986382
365399,3090,1076,-21.8776165844929
949427,2318,818,-9.458090692596215
2218767,2214,88,-50.88809204628615
1470345,1805,605,30.400070733455777
1051774,2387,777,10.12414920060337
2227060,2270,24,-61.70670801797996
876198,3357,847,-21.09330833344029
412316,3028,1051,-26.94463315046005
928125,1373,826,-18.649443967329262
1752381,1457,470,-8.954162633036958
406682,3094,1054,-26.962780796824973
1162896,2094,731,34.60296147450026
1933620,716,375,26.176393214677773
983639,1049,804,9.569685013027538
2056463,2164,305,26.957523755282637
512513,1438,999,0.011655720164071681
414969,1878,1049,5.270472255467212
2197849,2262,166,-29.617587592194923
1988026,1750,345,3.305901315074152
1215174,1477,709,-5.137616719191556
1030161,2874,786,-9.400415712884296
1211600,2703,711,-10.656890479609501
299358,1483,1113,-28.68710517554109
1009250,1733,794,3.2907134896331627
567453,1448,973,-2.7473222131266084
308905,1825,1107,-8.381093148229866
1591124,1110,547,-23.017757582500053
239478,1445,1154,-23.99788323632447
756964,1693,893,-7.976632992047598
1548024,2348,568,-7.281982525023977
1058703,1970,774,28.49047360964596
1158859,2858,733,15.635081998924761
209937,2790,1174,9.322639813122805
920731,1616,829,0.061313471677749476
315327,2009,1103,4.030216955084143
1305231,2151,672,12.211033772696737
691385,1188,919,-8.726901046959028
1894000,1595,397,12.766179335910238
1999396,962,338,-10.056025675575256
1238699,1047,699,-18.385964027904265
1050500,1113,777,-7.607573489704919
879000,156,845,-2.8090687964836434
303479,2823,1111,-0.972670585258129
1279634,1016,682,-15.974777012675531
1264369,2775,689,12.706121613112828
361120,2541,1078,-13.788223051655677
163438,1389,1210,-4.841721781558135
1290394,1998,678,27.02560531710833
1581894,2535,552,41.21339000645503
880909,2897,845,-19.948294182388054
1921585,1429,382,-9.002784894726574
1215803,2106,709,32.81027897776812
1091257,2830,761,-7.989642373285278
1030104,2817,786,-10.135355819166762
1429758,1888,621,35.07142674454144
1247022,2206,696,-5.612172578131322
1448924,73,613,35.67511745951242
99426,2762,1283,15.002396415481599
1127656,2887,746,18.530005214523044
676959,1446,925,-20.948016483289393
2057500,1541,304,3.3967708648410735
2136367,1881,255,22.504185886309642
1243885,1455,697,-11.674550886353245
1620142,2417,534,8.04508087216027
1152969,1766,735,11.127298659293501
599677,2901,959,-28.167922586004806
460430,163,1025,-27.015080049817243
2125979,2088,262,0.7950566646600237
2101695,1656,277,-11.038834726989535
116953,2928,1255,33.820641382933445
1936200,1484,374,-6.875832613887269
635071,2077,943,28.977155930102526
1504416,1511,589,-9.8653891531726
562870,1174,975,7.215315633280625
1236555,1297,700,-22.518197637929006
1312506,2104,669,16.75292981077564
1211645,2748,711,-9.060367928635515
1135874,1478,742,-11.719672326101318
1936443,1727,374,1.265453943302873
1939768,1434,372,-10.358156313989639
743661,155,898,1.0097622751991366
288008,2566,1121,-24.9932769815523
2196469,2246,170,-36.2233869557208
1095764,2470,759,7.438168525085985
342767,2805,1088,-10.813768950339181
1289663,1267,678,-18.56423030399219
1077001,3183,767,14.23033313085034
1599479,955,543,-29.50980277749295
765505,2634,890,-10.183903734571686
1451106,2749,613,45.65600456307675
1253415,1454,693,-11.429793080157651
273234,2627,1131,-8.841528793876023
1928716,1260,378,0.34473139993724544
1461258,2763,609,49.31797904220139
1211370,2473,711,-6.063761410930056
125570,637,1242,117.77404405303923
609132,1161,954,1.641477889221278
1145043,1040,738,-5.83711391900124
65149,2993,1340,12.780868206470586
996103,81,799,-50.81954627431651
369849,1946,1073,-4.092273678476886
1590682,613,547,46.176147599529486
1661059,842,514,-21.91538175259575
1513924,905,584,-18.86907972223571
1611137,1969,538,25.539144750237483
1799274,708,446,14.154412061323
1779592,739,456,4.821610563920331
235185,1657,1157,-70.96415768571433
1448333,2524,614,3.9197067935515406
958512,1231,814,-16.374420042357542
1715641,1203,488,-19.799700493449564
262956,2050,1138,-14.554096725843465
2223325,2206,61,-58.401366301785856
567113,3428,974,15.513330428863355
414105,2916,1050,-11.189949718680964
179136,1635,1197,-72.60673487693566
724394,1854,906,19.250756877763706
951266,1613,817,-1.865551564897487
312001,1819,1105,-11.863384609248442
1483852,1938,599,29.59527744558818
1665561,1125,512,-19.880821735036534
2194441,2315,176,-37.44465115174535
1396210,1108,634,-23.764839894343822
813161,2096,871,36.8696953592048
1036781,2116,783,30.331448522436858
442674,2748,1035,-13.316133605972027
381609,2495,1067,-15.546519911168161
905143,1362,835,-21.468129335890353
1957168,884,362,3.541584235924347
2142112,1679,251,-0.754738566137803
1287508,1558,679,5.134471652221237
666119,2700,930,-28.970397246636367
1308723,3201,671,-41.33911626577992
714253,1701,910,-1.765307043876419
1766756,1822,463,21.02443529333459
1766712,1778,463,11.68562251042431
403420,1727,1055,-3.6563880478047395
1486843,2755,598,50.28694926513663
102535,2789,1278,15.95840664437128
1918927,2434,384,19.99302177571326
522254,2884,995,-23.648974553191692
1152699,1496,735,-15.392013864062847
489046,2326,1011,-30.920302028861443
130381,2601,1236,5.919463327222729
2049890,2250,309,10.1542390399527
2016752,1143,328,-12.712812998870959
1370685,2721,645,28.806892082299782
1621208,1345,533,-29.275361642504777
172504,1449,1203,-20.78142610860141
330232,1376,1094,-19.34173639516621
2079226,1870,291,18.997898829934456
317484,2746,1102,-8.502608379871162
13164,2864,1462,16.979598330224235
1492310,1827,595,31.176260755499698
1557438,1393,563,-16.28780483693845
823792,2449,867,8.209914968728299
1971872,1392,354,-17.644632782854842
1539442,1978,572,22.313048334458472
2227426,2272,17,-66.3087152378348
855504,3306,855,1.3247990268409922
1759403,2462,467,41.98526982421845
1923397,1412,381,-10.009689640520264
1954855,2140,364,18.79930279889595
1214966,1269,709,-25.522032807259166
465950,2861,1023,-18.12978011913401
726840,1798,905,0.3994130768487594
923098,1438,828,-25.221107593989927
182663,1758,1194,-73.43816915683647
959386,2105,814,31.880010746334847
1862683,2312,414,38.049219474627535
418571,1675,1047,-9.06389344543959
31728,2908,1407,8.290621406415994
993039,2939,801,-15.52432281014353
189365,3025,1189,11.207664219577964
552131,143,980,-33.381211629363406
1458023,2061,610,23.372009321987207
1597077,633,544,49.126376820760015
2146459,1894,248,14.436487563277296
1641377,2353,524,-6.374399004374027
1439636,1508,617,6.382266159366736
1412905,2677,628,36.94540048211729
1403224,3070,632,-3.884949951060662
191260,1821,1187,-58.4764957835373
1065877,1809,771,17.005466082113344
994468,1872,800,19.1176531291394
636363,143,942,-30.995461685224655
1277308,1124,683,-24.920396550471196
466953,1928,1022,18.73821403029615
1416599,1341,626,-32.546959919247
1957362,1078,362,-12.472997237403433
1694783,992,498,-15.153151730994068
1415755,3009,627,18.67876785741464
579158,2270,968,-15.642155971198463
1545308,1688,569,31.856656495006973
357366,2516,1080,-10.264372866216945
278230,1405,1127,-23.085311871863723
1047967,96,778,1.7003184669979419
1067515,3447,771,-121.97410629800606
2138939,1411,253,6.772934162206184
290243,1477,1119,-27.815338242347025
1326083,1100,663,-18.50722097700418
1686400,959,502,-18.262938714794927
325088,1692,1097,-18.826803122716683
1517952,794,582,-3.8626177658165943
569546,1382,972,-2.6420193484955234
2213605,2124,111,-36.97323846539757
615480,3000,952,-28.939065109314924
597780,3375,960,27.870112174350652
1215239,1542,709,-15.779652293849722
1541761,2246,571,1.353967845767329
1443759,7,615,31.711081396746522
409471,2084,1052,35.35216858076001
378707,1466,1068,-8.429923079369928
1605797,894,540,-26.126513395590337
1220479,1987,707,31.215184720946127
1729033,2343,482,8.039601929326636
2109607,1558,272,2.1879819076038984
1733445,667,479,49.73346118309519
2201071,2200,156,-29.117896617322458
2072130,1323,295,-8.697366485578186
2122218,1455,264,13.95086101782681
1330173,2774,662,30.14782567394832
1467258,1220,606,-38.889348703153246
525654,2124,993,30.078652595672793
928017,1265,826,-18.277941640328663
1873705,1966,408,3.529978275808844
125060,2659,1243,14.321195231326783
369728,1825,1073,6.3637779097362
616844,2106,951,31.262159906740635
2037835,1912,316,12.869400523415607
1316897,1624,667,12.646808395958942
702853,2753,915,-37.02793920506156
1938188,1662,373,8.42200273489334
586506,3028,965,-30.70300925377751
1286962,1012,679,-15.629548125566089
1168398,2790,729,-6.953285719286669
1721827,1249,485,-25.25058372764306
1289169,3219,679,-47.38127246245858
2159166,910,238,8.054783706547823
817466,1263,869,-20.36888667363337
1815537,1337,438,-2.6378065136777877
1347771,1224,654,-43.13087625953676
904119,2902,836,-16.743660782003644
1681249,2099,505,0.8917662683579692
1954556,1841,364,-1.7589562434259278
28099,2853,1416,6.936359269028344
1831863,2151,430,0.9260424880785649
1358660,2616,650,6.602418810307881
2006556,1223,334,6.018953488298848
2105046,1799,275,23.88309448663813
1447251,1442,614,-10.178385422134852
1028635,1348,786,-38.51843870553785
1688293,759,501,15.828170481627694
1823501,1531,434,3.5691688106985566
578306,1418,968,-2.340657956787709
180315,1692,1196,-65.91761172687893
98051,2619,1285,13.681673104394577
852865,3241,856,24.912843482825338
1878045,648,405,37.28788979197816
1124375,2016,747,30.773841353895477
913223,1762,832,2.4960156682732304
162667,3018,1211,15.603992844487493
740728,3131,900,7.804759809047027
1813176,923,439,-26.21676043747584
736912,1831,901,8.873437700259274
1463201,2187,608,-22.54120451336712
2105315,2068,275,3.056250086371165
1578528,1274,553,-32.95165489580222
1444678,1424,615,-10.662995392221546
568755,2750,973,-32.97597363908244
1406701,1506,630,4.207199207777194
2113391,2152,270,27.5882550767642
122003,2488,1247,-0.7312330512991139
1608291,1258,539,-38.35111194673482
1926776,1141,379,-18.88759473950313
2075203,1118,293,-8.668984648056721
97257,3055,1287,5.979811287563734
865572,3060,851,-19.014603142645228
733675,1108,902,6.475424398464384
1107294,1851,754,13.048681095346637
803217,2400,875,17.15134911315954
641618,1709,940,-1.646904695460762
346946,1408,1085,-13.44089974650251
1333170,953,660,-7.836129168676507
1760309,1366,466,-14.329231310749492
1735716,913,478,-14.360510388444709
2200126,2221,159,-37.071973255373905
1673132,2380,509,6.916892436202488
1876883,1371,406,-5.2889799912609305
323871,2238,1098,-30.145222339692737
1769827,907,461,-17.03674664421169
1542537,969,570,-28.491630245759097
1142128,2926,740,31.435854853165893
949118,2009,818,17.860385043484257
66501,2583,1337,8.796344282613973
1698382,2511,497,49.38342577134608
46371,2612,1374,-4.31145973394996
656993,3188,934,3.126393482266394
249428,3032,1148,2.898469693210245
1972735,2255,354,32.38984904209201
1710848,2572,491,42.4738990450478
1246621,1805,696,15.602566353668408
693733,175,918,-21.002322500526134
1949783,2444,367,21.58864636528142
2205548,2078,141,-18.184139998993942
1893139,734,397,13.373813918239193
1557058,1013,563,-28.308427739430954
768900,3498,889,-54.6555621726302
551683,2829,981,-25.914778732770174
703938,1351,914,-17.180943501521597
1003774,1218,796,-16.17142040421868
155613,2920,1216,24.60439369912274
1754080,1148,469,-15.228271823261366
1112866,2581,752,-8.508797673851404
2138830,1302,253,3.9121262567109625
607935,2212,955,9.571144893390283
2023658,1242,324,7.171808323088044
2055913,1614,305,-7.471911177998663
1494928,2347,594,-6.0746590868238854
1415017,2271,627,1.3661647197181992
859004,1651,853,-0.8224733403048958
1963421,1794,359,6.986648217149195
1647229,1836,521,29.57564598594945
19882,2804,1439,19.88023652783795
1738129,1303,477,-16.992298259735435
882959,2363,844,6.126545870471091
756028,3286,894,24.775649960349256
924876,3216,828,16.912447389868248
813117,2052,871,22.497647808233978
253157,2066,1145,-20.05649131473774
2016044,2142,329,23.746272656679594
1892811,2275,398,34.43170787327699
2201166,2295,156,-40.77499288178615
518866,1571,996,-7.729422853627057
2180692,2296,211,-39.01295131033703
652539,3441,936,-3.348394459051633
291846,1573,1118,-36.79339027976266
799939,1674,876,-4.3038136152358675
701702,1602,915,-20.992677622075462
975473,2966,808,-17.42819124432617
1983465,2434,348,9.367732380932921
1518961,1901,582,26.47475607611932
1464298,290,607,-2.2360635679733605
817364,1161,869,-3.2272080173852373
16159,2790,1451,24.351209224842023
1314968,2129,668,20.92726052188482
981417,1337,805,-31.733398116966328
185884,1427,1191,-11.111709338527817
2071987,1180,295,5.204236642975957
109058,2508,1267,12.555293080477895
217829,237,1168,16.163493348184602
918182,1616,830,0.320993182372149
1487849,1608,597,15.042782033001458
1855838,1178,417,-8.66417449030132
342256,2294,1088,-48.582302963711754
1213205,1907,710,37.76349840140574
404219,2526,1055,-9.384953767416846
1952911,1986,365,8.831503389904356
951143,1490,817,-32.93692297319831
1313677,40,668,12.389585780579637
70946,2874,1330,10.334674353120135
632407,1711,944,-2.6186572210604027
157520,933,1214,62.58468755341664
1531194,1898,576,25.503779547102567
1648480,964,520,-22.187329278105608
869801,2126,849,38.13963400918874
837729,124,861,1.9780742008379093
2072020,1213,295,8.864582804252677
1636820,2041,526,9.390968713056736
1210199,1302,711,-21.086815095068232
1310993,3030,670,28.119596535102573
1353937,2643,652,15.427965341468735
1429629,1759,621,15.745109320060692
67849,2750,1335,21.61403609846184
236845,1800,1156,-38.21033266203176
2107812,1363,273,-1.133832277854708
875485,2644,847,-11.950890208881901
932918,1075,824,5.661539418397297
2094121,2142,282,28.802326101861127
529306,1592,991,-10.642654263674558
806071,2696,874,-26.28945251479854
71456,2786,1329,15.806376575597369
649697,2823,937,-35.40463063338939
1752540,1616,470,25.971142826900177
2215790,2210,102,-45.56177089091943
1933976,1072,375,-10.206534502307932
1506669,1730,588,22.696154940197175
6240,2858,1493,20.637482509338042
81572,2626,1312,21.638257348125535
2144411,1116,249,3.48206378126406
507798,2899,1002,-20.94761024023819
953676,1478,816,-31.615308822603765
1542414,798,570,-4.431555235982614
213315,244,1171,18.303728169365968
787895,2332,881,17.23052402672056
579107,2219,968,3.7192643054572727
982134,2054,805,29.713006313698315
1255393,1036,692,-17.55693730841358
99982,2702,1282,20.44856673928507
1761354,2411,466,35.45787753099194
1814183,1930,439,9.657255295951927
1007654,2616,795,-11.288572785480028
413152,1963,1050,8.543544293735977
1842980,1712,424,13.658905138013324
696064,3412,918,-1.1300099845734621
105924,3088,1273,-13.328030772661805
1810707,2355,441,37.373983438518735
1961196,1347,360,-11.847878980683618
987977,2880,803,-15.148423725984685
1103845,3254,756,-18.194694554156285
972334,2360,809,9.000584606709708
276337,2796,1129,3.358026760419307
1067840,1332,770,-29.916457600395006
400774,2858,1057,-21.36820664678089
1900960,1097,393,-14.146130404823907
1912748,1773,387,6.41322470851992
468468,1501,1021,2.152274419337118
1620237,2512,534,38.287519503574
1526337,1116,578,-28.728373692491004
331905,3049,1094,-24.506896031200995
1357056,1012,650,-21.073279272076434
185346,2671,1192,9.249408292555472
322591,2788,1099,-11.927169820153722
74785,2502,1323,6.371283677515748
1981850,819,348,20.58727967975574
2200730,2179,157,-31.186900119870188
5924,2901,1495,22.419712116274695
727431,2389,905,18.80222032056281
733401,3345,903,4.269758908999393
467373,2348,1022,-41.87342577380787
457264,1900,1027,11.182373506994736
1356520,2853,651,56.40835656478703
1508166,1200,587,-37.159658265551116
1359840,1416,649,-27.84291324442438
200822,2477,1180,-38.47342623078066
1572623,1705,556,35.34054483854379
101227,2715,1280,18.306181379946793
2220517,2268,79,-45.85951058562978
70343,2868,1331,10.805271924867156
237332,2730,1156,8.866083799594435
297479,2950,1115,3.0211147934242035
1960619,770,360,22.927629416132277
159902,3012,1213,16.262837558117553
191033,1594,1187,-67.3361700967439
2045704,1403,311,-10.040773540908503
1721334,756,485,8.691811905629947
702638,2538,915,11.626564276948102
557152,1893,978,11.249065359278575
1966847,1672,357,-2.266181642619813
1406184,989,630,-20.733262117576487
607712,1989,955,19.14289630326948
1499293,2551,592,19.499724993456766
1765449,2511,464,44.91395407091932
1831645,1933,430,8.84258458803788
187333,1672,1190,-62.392766790035694
1775324,2424,459,33.02789709189619
66382,3052,1338,6.2357110708312575
652733,1184,935,-10.820885941982851
1397835,2733,634,36.66718244764252
823648,2305,867,-6.500096264132026
1579769,2515,553,41.056155050554935
298251,1904,1114,-10.271149925440568
1752340,1416,470,-19.412266082884344
1626093,1959,531,20.86561299407731
1637582,679,525,51.608969953257656
1123082,3134,748,19.209874546234005
1247554,2738,696,2.229767273825928
1388106,3111,638,-16.678664173392463
1485835,1747,598,14.460193700968375
