,cell_x,cell_y,X,Y,alt
1411,901.0,149.0,583934.8106,129451.4988,-32.99022180625434
1413,345.0,276.0,582822.1936,129705.0661,-50.38731920376222
1415,264.0,715.0,582659.4477,130583.27,-31.870595508104998
1416,670.0,340.0,583472.654,129834.2968,-45.04288787303267
1417,776.0,64.0,583684.2533,129281.9075,-20.20047420128003
1418,596.0,55.0,583324.9533,129264.2934,6.181384995526514
1419,169.0,708.0,582470.1918,130569.5031,-35.68457614098361
1420,789.0,308.0,583709.991,129770.6493,-28.19898533555852
1421,440.0,91.0,583011.0883,129336.9025,6.476071575250444
1423,938.0,422.0,584008.1308,129998.2848,-27.234559074725894
1425,181.0,660.0,582494.5655,130474.1871,-42.919862201141314
1426,890.0,654.0,583912.6009,130462.6444,-20.377493651040368
1427,942.0,471.0,584016.5267,130095.8582,-38.531616716535154
1429,1323.0,583.0,584778.9625,130319.3168,-33.790452330343214
1431,244.0,294.0,582620.1601,129742.0752,-52.36029926077981
1433,925.0,502.0,583981.4248,130158.1509,-44.56126497155492
1435,176.0,739.0,582483.6461,130632.3288,-28.41833628586255
1436,1251.0,669.0,584634.8754,130491.3649,-22.07225599588446
1437,616.0,402.0,583363.0932,129957.2274,-98.17946478147041
1439,303.0,747.0,582738.2642,130647.1238,-24.16343943512902
1440,439.0,92.0,583009.9316,129337.7233,6.004027464866795
1441,597.0,54.0,583325.5414,129262.3088,7.296971618189218
1443,1234.0,580.0,584600.0704,130313.3388,-37.8256515993362
1445,422.0,143.0,582975.3253,129440.9147,-15.35274779270685
1447,182.0,660.0,582495.9387,130473.5865,-43.340319537370306
1448,934.0,150.0,583999.9481,129453.9721,-21.576648223852317
1449,996.0,350.0,584124.7906,129854.3109,1.9582316472242383
1451,1324.0,583.0,584779.1984,130319.734,-36.2462051966063
1453,938.0,487.0,584007.8944,130128.3127,-39.3497886590344
1454,197.0,371.0,582525.4757,129896.8574,-99.32107130184022
1456,173.0,709.0,582478.2104,130572.8205,-36.67839051445799
1457,942.0,470.0,584015.7694,130093.121,-40.52754106103475
1458,996.0,348.0,584124.2837,129850.5047,1.2447330613067606
1459,432.0,105.0,582995.8997,129363.5688,1.5455369663122838
1462,201.0,368.0,582534.4488,129889.2776,-98.14329529287488
1464,908.0,319.0,583948.7423,129792.1209,-30.144455394082343
1466,1008.0,386.0,584147.311,129926.1834,-10.693959714762968
1468,1235.0,587.0,584601.2654,130328.3106,-41.28088604235336
1470,1121.0,564.0,584373.8724,130281.0681,-39.65494011066221
1472,940.0,460.0,584012.5166,130073.6583,-39.91924331846258
1474,888.0,654.0,583907.1506,130462.668,-21.244431549027468
1476,187.0,658.0,582505.1167,130469.9298,-41.764498842638204
1477,425.0,454.0,582982.6099,130062.6412,-104.03673990358402
1479,301.0,735.0,582734.0083,130624.4247,-24.034584120499403
1480,188.0,657.0,582508.429,130468.8979,-39.900536422247114
1481,938.0,433.0,584008.8708,130020.1674,-35.59019914641431
1484,613.0,394.0,583358.1974,129941.0874,-98.26948383402532
1486,937.0,439.0,584005.7123,130032.4081,-31.43610526936436
1488,348.0,270.0,582827.1529,129694.3857,-52.92011593339021
1490,330.0,530.0,582792.1098,130213.45,-69.90156608581174
1492,179.0,710.0,582489.3317,130574.3649,-38.750596881392084
1493,1006.0,383.0,584144.7021,129920.2712,-11.789165859450804
1494,170.0,736.0,582472.839,130625.81199999999,-25.919635778110205
1496,1364.0,668.0,584860.9523,130490.4447,-45.19993215936438
1498,1224.0,566.0,584579.0389,130285.1119,-13.151462487649042
1499,432.0,103.0,582995.94,129360.3195,0.09694175420327156
1500,347.0,272.0,582825.3984,129697.7853,-56.76253199415032
1503,1248.0,668.0,584627.4795,130489.9432,-17.76058678691561
1504,325.0,178.0,582782.346,129509.1616,1.7269740889419154
1506,1000.0,371.0,584132.4512,129895.2022,-7.992175038603364
1508,324.0,179.0,582779.3597,129511.0464,2.5033787740730986
1510,592.0,65.0,583316.1554,129284.5889,-25.916721616995346
1512,940.0,484.0,584012.4698,130121.7273,-39.11001143691328
1514,348.0,269.0,582828.6261,129691.5822,-55.365416799523246
1516,321.0,180.0,582774.2725,129514.7015,0.33804344486543414
1518,1227.0,572.0,584586.9839,130298.4912,-32.18800434445802
1520,788.0,313.0,583708.6625,129779.6806,-33.6041082710085
1522,667.0,350.0,583465.9133,129853.9112,-55.16695477810981
1523,996.0,354.0,584123.8489,129862.4473,-1.9596976274146982
1525,599.0,49.0,583330.0111,129251.2566,10.53981602314434
1526,413.0,150.0,582958.8377,129454.7037,-3.642155807422114
1527,1001.0,373.0,584134.7982,129900.097,-10.540783038259178
1529,1322.0,580.0,584775.5625,130314.5157,-32.14336860115236
1531,292.0,721.0,582716.7768,130595.8905,-24.32567621339058
1532,883.0,656.0,583898.3935,130466.3149,-23.44342262389273
1534,326.0,531.0,582783.4345,130215.6883,-69.25264652328224
1535,192.0,656.0,582516.7376,130466.4081,-41.03860389849751
1536,664.0,357.0,583460.6981,129867.9258,-57.7024546950679
1537,205.0,363.0,582542.6986,129879.7561,-96.57803513000044
1540,611.0,387.0,583353.9994,129927.097,-97.29928199365622
1542,996.0,356.0,584124.2928,129865.6986,-3.328125487972102
1543,552.0,48.0,583235.1733,129249.7382,-18.710753807290985
1545,572.0,592.0,583276.2429,130338.8437,-64.18690603069581
1548,900.0,157.0,583932.0874,129467.3744,-29.96906160274284
1550,625.0,37.0,583381.6477,129228.0567,24.178600974393248
1551,319.0,183.0,582769.0377,129519.2083,-2.5827100953597437
1553,882.0,656.0,583895.8004,130466.7725,-24.294700439545522
1554,190.0,711.0,582511.3257,130576.9766,-41.78096624958698
1555,351.0,264.0,582833.0521,129681.3167,-53.84177792729042
1557,933.0,427.0,583998.9833,130008.6621,-31.222888529185184
1558,998.0,363.0,584127.2779,129879.1126,-5.256912569010183
1560,418.0,147.0,582967.4813,129448.1903,-18.859118442132967
1562,194.0,656.0,582519.4196,130465.51400000001,-40.25676865772584
1563,154.0,723.0,582439.0889,130600.5804,-28.821821682468
1564,184.0,711.0,582500.3461,130576.561,-40.0369862284756
1565,323.0,532.0,582778.1334,130217.5418,-68.98648668012993
1566,253.0,712.0,582638.0504,130578.1676,-34.61624658186793
1567,322.0,532.0,582776.8056,130218.0409,-68.30892169838626
1568,350.0,265.0,582832.1866,129683.2968,-56.23702245854338
1570,788.0,318.0,583707.1636,129789.7552,-34.006429509522604
1571,663.0,366.0,583457.0896,129885.4556,-63.13975039072693
1572,552.0,45.0,583236.5829,129244.8514,-19.48701214616767
1574,1337.0,649.0,584806.3847,130451.0026,-27.652944874563673
1575,198.0,712.0,582527.7127,130577.5953,-40.21886405278792
1576,990.0,317.0,584111.9275,129788.4749,2.816200121276779
1577,989.0,311.0,584109.644,129775.0332,-2.176684156378087
1579,692.0,275.0,583516.1222,129704.4935,-11.38591639800552
1581,998.0,364.0,584127.6691,129881.3613,-8.249025521916337
1584,196.0,655.0,582523.8858,130463.9873,-38.99686611238258
1585,1362.0,670.0,584855.8767,130494.1649,-45.66686389112283
1588,320.0,533.0,582772.2306,130220.0625,-67.35271514464421
1589,164.0,732.0,582459.2522,130618.7205,-26.167217004335726
1590,284.0,720.0,582700.7546,130593.1336,-25.560013477759185
1591,435.0,94.0,583001.8766,129342.7437,3.6238824361057596
1592,989.0,308.0,584109.0274,129770.4136,-5.810004986131844
1593,650.0,71.0,583431.4639,129295.6742,1.421577144899402
1594,787.0,319.0,583706.9275,129792.8363,-35.69150861249909
1596,351.0,261.0,582834.9728,129675.9132,-56.149084253335786
1598,1339.0,661.0,584810.6086,130475.0503,-59.35049572411208
1600,929.0,412.0,583990.5994,129977.9866,-29.9299493736803
1602,324.0,532.0,582779.5072,130217.0191,-71.57104678849373
1603,987.0,303.0,584106.6476,129759.1604,-10.328955794383091
1605,559.0,21.0,583250.2304,129196.0805,12.851088423406054
1606,353.0,257.0,582837.2633,129668.7653,-54.317565473440936
1608,316.0,184.0,582764.459,129522.5683,-6.273259093516117
1610,315.0,537.0,582762.1221,130227.2151,-64.72263268835695
1613,991.0,327.0,584114.3535,129808.3665,5.7213565020233546
1614,246.0,287.0,582624.9222,129727.0912,-47.6884170002545
1616,927.0,414.0,583985.0954,129981.1916,-23.918903524521284
1617,787.0,322.0,583706.5091,129797.7531,-35.67692022914116
1618,876.0,659.0,583883.5584,130472.7096,-22.50351715066199
1620,985.0,287.0,584101.2712,129728.0189,-21.939533309927356
1622,203.0,712.0,582538.5195,130578.4387,-41.176417091523945
1623,986.0,300.0,584104.9976,129754.2422,-13.855775767971409
1624,875.0,659.0,583881.5452,130472.4465,-22.1365216680947
1625,595.0,59.0,583321.7464,129272.4163,-27.267022159661337
1627,985.0,288.0,584101.5438,129730.1092,-22.337408968721775
1628,1223.0,565.0,584578.9292,130284.683,-27.903597351915323
1630,984.0,278.0,584100.6945,129709.2907,-26.043538710174744
1631,199.0,654.0,582529.2779999999,130462.3866,-39.890431817631
1632,416.0,148.0,582964.3842,129450.0045,-22.911335362928185
1633,693.0,288.0,583517.7122,129730.9689,-16.754901549006718
1635,985.0,293.0,584102.3129,129739.2781,-17.979445320790546
1637,787.0,325.0,583706.3566,129804.4635,-34.12052668063916
1639,554.0,41.0,583239.0539,129235.4331,-22.522694374582443
1643,314.0,537.0,582760.1279,130227.8238,-65.97963007864018
1644,787.0,326.0,583706.3593,129806.6781,-33.47721657221791
1647,317.0,535.0,582765.4870000001,130224.7476,-66.6278518365607
1648,1336.0,646.0,584803.6162,130446.2051,-28.373032361628702
1649,158.0,729.0,582448.155,130611.4617,-25.143505693178213
1650,211.0,712.0,582553.0897,130577.0942,-42.26024853775925
1652,651.0,67.0,583433.5737,129288.6471,3.762541584797873
1653,1117.0,568.0,584365.9698,130289.1201,-43.9889391290958
1656,903.0,165.0,583937.2089,129484.0949,-31.721837203800078
1658,353.0,254.0,582838.793,129662.2461,-55.55551471169565
1660,1359.0,672.0,584849.9583,130498.9704,-42.66010721943803
1661,601.0,42.0,583334.5005,129238.2607,15.535778431182734
1662,982.0,275.0,584096.8738,129703.9893,-24.07648670537901
1665,1056.0,636.0,584244.7733,130426.3346,-43.66173230830145
1667,549.0,54.0,583230.9871,129262.6412,-40.08979030092678
1669,571.0,586.0,583273.4413,130326.3042,-68.59439988716804
1671,554.0,37.0,583240.675,129227.8741,-21.478717117109227
1673,451.0,83.0,583034.2716,129320.3108,-53.59688332945461
1675,923.0,652.0,583978.7659,130458.3791,-16.78973623731781
1677,692.0,283.0,583515.2113,129720.0177,-15.267122267659033
1679,921.0,511.0,583974.9791,130176.8566,-51.47290461192006
1681,150.0,718.0,582432.6075,130590.6751,-28.46849961132739
1682,873.0,654.0,583877.3778,130461.2712,-26.42784442802713
1683,354.0,252.0,582839.8646,129657.9873,-55.75245690446991
1685,218.0,711.0,582567.5237,130576.6862,-43.714553286061346
1686,277.0,717.0,582686.4456,130588.8075,-26.15309462302457
1689,738.0,599.0,583607.0997,130352.7058,-76.23319734734787
1691,310.0,539.0,582751.0295,130232.9438,-65.08686831127307
1692,314.0,187.0,582759.1478,129528.0211,-11.94005659811637
1694,994.0,340.0,584119.3824,129833.1787,4.351276873379902
1695,608.0,374.0,583348.957,129902.5979,-99.58598958817811
1697,1336.0,614.0,584803.6088,130381.5294,-50.088016501090806
1699,311.0,539.0,582753.9785,130231.2324,-65.24304987088226
1700,628.0,40.0,583387.4015,129233.1025,-19.740319885525878
1702,654.0,61.0,583440.9995,129275.1327,4.279775485932078
1703,1243.0,665.0,584617.2759,130484.0831,-14.537419961200612
1704,555.0,35.0,583242.247,129223.2603,-22.18350116026386
1706,202.0,653.0,582535.5518,130459.8845,-38.736385830545714
1709,932.0,496.0,583995.5031,130145.1753,-44.211431943951084
1710,739.0,604.0,583609.924,130361.4808,-76.03893282936997
1712,212.0,353.0,582556.6417,129859.7795,-94.97117408203667
1714,771.0,63.0,583673.2821,129279.8371,-18.679349229058516
1715,307.0,541.0,582746.7087,130235.7187,-65.8157555771636
1716,306.0,542.0,582743.435,130238.2251,-63.27641173778284
1717,355.0,249.0,582841.3234,129652.5657,-57.12967097288947
1719,656.0,58.0,583443.7068,129269.3054,6.28011807876328
1720,1356.0,675.0,584843.8797,130503.4764,-40.2848248129817
1721,786.0,334.0,583704.9905,129822.4899,-34.23699749174193
1723,556.0,33.0,583243.2386,129219.7743,-22.345603566114733
1725,302.0,545.0,582736.649,130243.0465,-60.1041585485832
1726,312.0,189.0,582755.2107,129532.9011,-15.576086763182047
1728,904.0,174.0,583940.8429,129501.3479,-31.519079074917045
1730,164.0,128.0,582460.7038,129409.5566,2.0076858977877237
1732,305.0,543.0,582741.3125,130239.7823,-62.247814105854104
1733,303.0,544.0,582737.0678,130242.7469,-61.74134836717394
1734,206.0,652.0,582544.1825,130457.1526,-38.73943070074665
1736,556.0,31.0,583244.1017,129216.3869,-21.146543545517943
1738,945.0,185.0,584022.007,129524.7363,-15.075541882326888
1740,163.0,124.0,582458.5372,129402.7853,4.702964879850697
1742,242.0,712.0,582616.2521,130578.4097,-36.38214943392677
1743,299.0,547.0,582729.434,130248.6874,-57.12114454147513
1744,870.0,647.0,583872.1067,130447.6525,-34.325371960459506
1745,923.0,418.0,583977.5086,129990.3105,-30.220766315632318
1747,944.0,184.0,584020.9173,129521.6369,-17.409852352791404
1748,918.0,654.0,583968.7753,130461.9132,-16.67931625976871
1750,297.0,549.0,582725.2455,130251.4345,-55.87381915332571
1751,310.0,191.0,582752.0813,129536.42599999999,-17.684101758057295
1753,271.0,716.0,582674.0755,130585.6836,-27.54621809667833
1754,1114.0,570.0,584360.4829,130294.668,-48.024180946851175
1756,786.0,336.0,583704.5631,129825.9543,-36.27451802544465
1757,248.0,281.0,582627.7824,129716.5201,-49.783641404501395
1759,297.0,548.0,582726.5271,130250.5793,-57.61014627644499
1760,1019.0,412.0,584169.7957,129978.1305,-10.292982693862541
1762,356.0,245.0,582843.4808,129643.0705,-57.65411256724974
1764,562.0,11.0,583255.5129,129175.0179,16.27349422334646
1765,1353.0,677.0,584838.8194,130507.2881,-37.97793313147304
1766,356.0,244.0,582843.5307,129642.5754,-58.644539038041785
1768,557.0,28.0,583245.4774,129210.8582,-20.842524148253688
1770,209.0,651.0,582550.2333,130455.04400000001,-38.40606698066813
1771,733.0,588.0,583597.7327,130329.2199,-77.18623307653252
1774,921.0,420.0,583974.7999,129993.6682,-30.515674955901886
1775,248.0,280.0,582628.455,129714.3532,-49.20289918007893
1777,1350.0,679.0,584831.8292,130511.9891,-34.615683000127774
1778,688.0,299.0,583508.4218,129752.9776,-15.291567762102659
1780,658.0,51.0,583448.1721,129256.8478,9.863376335381417
1781,1352.0,678.0,584835.7764,130509.3324,-36.190072557563326
1782,947.0,192.0,584026.9071,129538.638,-16.257183009331584
1784,292.0,552.0,582715.2081,130258.3372,-53.771821006622304
1785,150.0,707.0,582431.4716,130568.6633,-24.970409324095726
1786,570.0,581.0,583271.6935,130316.1484,-73.06720081050662
1788,1017.0,407.0,584165.4831,129967.6319,-11.759203866617554
1790,557.0,26.0,583246.9506,129206.2117,-19.642410043345535
1792,290.0,554.0,582711.2102,130261.6414,-52.15761928672964
1793,868.0,640.0,583867.8849,130433.5969,-38.82734017349276
1795,786.0,337.0,583704.1534,129828.3705,-38.836144098105706
1797,786.0,339.0,583703.3586,129832.3348,-34.803127855046114
1798,163.0,123.0,582457.2859,129399.1459,8.680975866976041
1800,1054.0,626.0,584240.4503,130406.8356,-47.47669404234739
1802,293.0,551.0,582717.9393,130256.4301,-54.45804117774787
1803,730.0,582.0,583592.3168,130317.0194,-80.07954469301012
1805,940.0,178.0,584012.8321,129510.3137,-19.05475622967697
1807,166.0,134.0,582463.5071,129421.3072,-0.5430340094749226
1809,659.0,49.0,583449.3979,129252.9337,12.6930614337939
1812,308.0,194.0,582747.6399,129542.16900000001,-20.597410761444735
1814,611.0,36.0,583354.2579,129225.6378,19.642345688285786
1815,144.0,707.0,582420.9737,130567.0544,-22.611173168361347
1816,1348.0,681.0,584827.9605,130515.1809,-32.96952368643679
1817,155.0,708.0,582441.3038,130570.4978,-28.31126565937484
1818,1332.0,639.0,584796.6475,130432.3749,-25.72965973955752
1819,913.0,654.0,583957.9133,130462.4532,-14.825306727539555
1821,431.0,118.0,582994.5251,129389.3272,-65.10834521871084
1823,445.0,88.0,583022.0923,129329.8838,-55.28842044035446
1825,213.0,649.0,582558.3314,130452.4945,-36.658660580848846
1826,940.0,177.0,584011.5355,129508.8228,-19.987627431997225
1827,728.0,575.0,583588.3565,130304.4088,-84.0389410763446
1829,159.0,708.0,582450.6696,130570.6852,-32.78488040742741
1830,356.0,240.0,582844.3539999999,129634.3995,-59.815350293276424
1832,216.0,648.0,582564.3424,130449.8066,-32.20265048042211
1833,726.0,569.0,583584.7911,130291.0392,-88.08125369180289
1835,1192.0,474.0,584515.8417,130102.4173,-24.988435841936735
1837,306.0,198.0,582743.2702,129549.5584,-7.592730239078719
1839,147.0,711.0,582426.4779,130575.9611,-29.722732658114182
1840,1346.0,682.0,584824.8652,130517.80300000001,-31.570029471711223
1841,949.0,198.0,584030.6438,129550.1604,-18.12568572246846
1843,218.0,645.0,582568.2831,130444.4801,-28.092484677493303
1845,1192.0,475.0,584515.9193,130103.0011,-25.229085693049456
1846,1014.0,402.0,584160.7784,129958.5119,-10.930935601054898
1848,785.0,356.0,583702.2722,129866.2349,-32.792765101830355
1850,718.0,543.0,583568.072,130239.7805,-95.25295532514974
1852,785.0,355.0,583702.113,129864.3694,-34.09691855043684
1853,720.0,547.0,583571.1989,130248.6416,-96.33081879798556
1855,1345.0,684.0,584821.1863,130521.2184,-29.35788127179285
1856,555.0,36.0,583241.3598,129225.7099,-41.851638322596955
1858,287.0,556.0,582705.043,130266.0061,-51.12375337012327
1859,602.0,670.0,583335.7892,130493.7879,22.699779156119803
1861,283.0,558.0,582697.4364,130270.3921,-50.163701027264324
1862,722.0,553.0,583575.4666,130260.0542,-96.40599549687931
1864,166.0,175.0,582464.2881,129503.6111,-85.95658383783575
1866,1194.0,479.0,584519.4639,130112.8506,-25.25898469124968
1867,950.0,200.0,584031.8051,129553.3785,-19.588571139640862
1868,219.0,645.0,582569.4384,130443.1017,-28.857565775867442
1869,1195.0,483.0,584522.5183,130119.4569,-23.11430460208385
1871,284.0,557.0,582700.0970000001,130268.6877,-52.44369775837504
1872,725.0,565.0,583582.3586,130283.8495,-91.87613682194433
1874,1012.0,395.0,584155.9187,129944.371,-11.698579455287472
1879,905.0,183.0,583941.6162,129520.979,-30.512504693734172
1882,145.0,708.0,582421.4518,130569.1125,-28.61988765266824
1883,773.0,588.0,583677.4584,130330.802,-79.80750388798833
1885,304.0,200.0,582740.0677,129554.9009,-12.360684577497523
1887,773.0,580.0,583677.4705,130314.4169,-80.67592336969119
1889,160.0,113.0,582451.7745,129379.8903,8.472836648234988
1891,223.0,640.0,582577.6013,130433.5398,-22.37202399345051
1892,280.0,559.0,582692.499,130272.0985,-50.27061072750166
1897,913.0,375.0,583957.0522,129904.3147,-28.798524860645557
1899,1330.0,617.0,584791.9799,130387.8156,-28.99206190442692
1902,1196.0,485.0,584524.0393,130123.0135,-21.85794617686861
1903,723.0,556.0,583577.4839,130266.8775,-96.83458634222643
1906,1331.0,636.0,584794.1468,130426.6564,-26.44903218059153
1907,724.0,560.0,583579.2181,130273.3466,-95.78157824023583
1909,163.0,708.0,582458.4697,130569.9549,-35.36641718140572
1910,159.0,117.0,582450.4298,129387.8418,8.681979847953244
1912,867.0,634.0,583866.4481,130421.0514,-46.337617621566096
1913,904.0,261.0,583940.8881,129675.4675,-35.62024526886398
1917,228.0,633.0,582587.045,130420.3249,-15.267173369505144
1918,785.0,360.0,583702.5139,129873.9961,-33.08325667946701
1920,232.0,624.0,582596.1452,130402.9467,-9.569444943577764
1921,931.0,496.0,583993.7828,130146.5992,-46.47070506514865
1922,1199.0,490.0,584530.157,130134.0408,-17.245831486664883
1923,233.0,623.0,582597.4678,130400.4752,-9.170922959332074
1924,302.0,205.0,582735.3824,129563.1957,-14.823432290653727
1926,372.0,184.0,582876.7772,129521.0281,-1.8212876109028002
1928,952.0,205.0,584035.1922,129563.2692,-18.63388057906377
1930,166.0,156.0,582464.7574,129466.9695,-9.895221885161845
1934,907.0,654.0,583946.2527,130462.8122,-16.691734467336573
1936,1200.0,492.0,584532.3846,130137.789,-15.410397011626173
1938,785.0,346.0,583701.6892,129846.3567,-32.806273762179444
1940,715.0,535.0,583562.2834,130223.1919,-100.11859643929256
1942,380.0,177.0,582892.9448,129507.2978,-5.957270013870584
1944,234.0,621.0,582599.5747,130396.7993,-9.268027965388228
1945,230.0,627.0,582592.8398,130408.7863,-11.722080524860758
1946,376.0,180.0,582884.3994,129514.0902,-2.7435239149317567
1948,218.0,343.0,582568.2509,129840.4592,-94.8829628270446
1950,930.0,497.0,583992.8847,130147.3313,-46.01376619758594
1952,785.0,358.0,583702.3464,129870.0437,-37.48018981623636
1953,912.0,379.0,583956.475,129912.4107,-28.099546822661978
1955,1201.0,494.0,584534.6962,130141.1188,-15.62491872478222
1956,912.0,356.0,583955.4709,129866.8825,-41.46088183701204
1957,227.0,635.0,582585.0049,130423.8392,-18.893978539631462
1958,228.0,631.0,582588.8909,130416.25,-14.781770392118688
1959,237.0,616.0,582605.72,130385.8789,-7.241148338212042
1960,378.0,178.0,582888.931,129510.30099999999,-4.552619311661601
1962,773.0,570.0,583678.6147,130293.462,-84.10239607038693
1964,912.0,371.0,583956.5562,129896.1393,-33.79072676918895
1965,785.0,345.0,583701.821,129844.263,-36.402532582848835
1966,171.0,709.0,582473.7266,130571.2379,-37.52456988544691
1967,912.0,382.0,583955.9352,129917.9428,-26.256753206618214
1968,923.0,548.0,583977.1583,130249.1974,-55.80829586864911
1970,969.0,273.0,584070.8843,129700.7589,-28.639268424759393
1972,237.0,615.0,582606.7626,130384.3762,-7.74525315973824
1973,775.0,564.0,583681.4278,130281.0143,-84.94141738235157
1974,238.0,615.0,582607.6324,130383.1665,-6.988849818284507
1975,775.0,563.0,583682.1415,130279.4584,-85.904976373919
1977,275.0,560.0,582682.5418,130274.2546,-49.579860769130846
1979,660.0,45.0,583451.701,129243.34199999999,15.38456669480911
1980,714.0,531.0,583560.1493,130215.1538,-102.34247782091234
1984,912.0,389.0,583955.3497,129931.6709,-22.769770238071033
1986,250.0,276.0,582631.0659,129705.9804,-51.14006117292911
1988,1330.0,631.0,584792.2842,130416.5052,-26.564949050362884
1989,603.0,673.0,583338.3385,130499.7941,25.784378895280952
1991,1205.0,500.0,584541.5984,130153.7081,-16.12793635232174
1993,1008.0,387.0,584148.3087,129928.1115,-10.478812305286283
1995,904.0,257.0,583940.3662,129667.6312,-37.49437580783888
1997,277.0,560.0,582686.4428,130273.3427,-50.76090873540534
1998,1204.0,498.0,584540.1622,130150.7719,-17.075391491589016
1999,953.0,209.0,584037.6624,129571.3719,-21.277408661228492
2000,432.0,109.0,582995.1931,129372.9612,-65.39619905594509
2002,243.0,607.0,582618.3285,130368.7784,-11.673550968978361
2003,560.0,0.0,583251.7523,129154.9322,18.146639371612764
2004,684.0,308.0,583500.2403,129770.7233,-19.54071502743045
2006,599.0,359.0,583330.8372,129872.9137,-101.79610774394041
2009,712.0,525.0,583556.4454,130203.1622,-100.50074905239353
2011,785.0,363.0,583702.7454,129879.5785,-36.159186003360446
2012,1053.0,619.0,584237.1214,130391.1842,-53.69390707411367
2014,270.0,563.0,582671.0345,130279.7151,-47.73972716782919
2015,165.0,162.0,582462.9698,129477.8292,-12.500836667120439
2017,241.0,610.0,582614.8234,130373.6096,-10.346198155629736
2018,299.0,209.0,582729.3172,129571.8869,-20.17116456317399
2020,178.0,710.0,582488.0067,130574.3525,-39.51113851566652
2021,953.0,211.0,584038.7638,129575.8547,-20.958924107864277
2023,785.0,351.0,583701.3105,129856.57199999999,-34.0816377169258
2025,867.0,624.0,583865.9153,130402.3554,-51.17345573493958
2026,306.0,197.0,582744.0715,129548.4065,-23.202938367924617
2028,250.0,275.0,582631.7269,129704.1786,-52.428712178164005
2030,1217.0,537.0,584566.6554,130227.4352,-14.795288171736502
2031,1235.0,664.0,584602.8277,130481.7861,-13.478720703330964
2032,258.0,714.0,582648.0279,130581.5158,-34.89015313723712
2033,971.0,274.0,584074.4946,129701.1447,-27.818800103948888
2034,902.0,656.0,583935.9082,130465.0942,-19.108218184380803
2036,1329.0,623.0,584789.3642,130400.9194,-27.178962177691574
2037,265.0,570.0,582661.3992,130293.4826,-42.54578292293718
2038,268.0,564.0,582668.9239,130282.58300000001,-47.50915142266422
2039,1005.0,380.0,584141.9079,129913.957,-9.582626736100337
2041,618.0,31.0,583367.5026,129216.2276,29.652863088413596
2042,1108.0,576.0,584347.0964,130305.9344,-54.74951257810062
2044,1328.0,619.0,584788.4389,130392.6067,-26.33649820968958
2045,262.0,576.0,582655.5386,130306.1744,-36.876279687482565
2047,1216.0,529.0,584563.3255,130211.8838,-16.318043317077354
2050,910.0,402.0,583951.7038,129957.954,-21.86622132345883
2051,914.0,430.0,583959.7167,130013.8655,-31.310662842381134
2054,263.0,572.0,582658.9277,130298.3646,-40.62692184312664
2055,970.0,273.0,584071.8115,129699.9057,-26.926030729400736
2057,250.0,274.0,582632.1891,129702.9469,-53.52427372060538
2059,139.0,677.0,582409.8378,130508.7302,-33.44103831485654
2060,899.0,655.0,583930.4049,130464.8936,-18.6842180672179
2062,265.0,569.0,582661.8408,130292.7972,-42.596540066712805
2063,785.0,367.0,583702.794,129887.4837,-35.67017262277386
2065,259.0,581.0,582650.2307,130315.0243,-33.52195078272371
2066,1212.0,515.0,584555.623,130183.4698,-16.81918954999628
2068,245.0,604.0,582622.7982,130361.74699999999,-15.505122385418417
2069,268.0,565.0,582667.2685,130284.49699999999,-46.102080777417996
2070,302.0,204.0,582736.5349,129561.3324,-27.685585571804495
2075,364.0,191.0,582860.33,129535.5679,-4.267680077784917
2078,1334.0,641.0,584799.3934,130436.8968,-54.50933275749139
2080,257.0,585.0,582645.6097,130324.0584,-29.915967922969685
2081,1211.0,513.0,584554.075,130179.9324,-18.082050569304556
2082,1213.0,517.0,584557.2795,130187.5466,-18.259284718882554
2084,256.0,586.0,582644.9969,130325.20800000001,-29.981949602090936
2085,1002.0,375.0,584136.8207,129904.2778,-11.49234722610936
2089,246.0,603.0,582623.7472,130360.121,-16.239116761186324
2090,1209.0,508.0,584549.2891,130169.6814,-19.161677677195257
2093,255.0,588.0,582642.1086,130329.6135,-27.2895127327306
2094,357.0,203.0,582846.9487,129560.9898,-17.01116558843296
2096,785.0,368.0,583702.8541,129890.2421,-36.7549456206425
2098,189.0,711.0,582509.957,130576.7963,-41.811481762851145
2099,593.0,365.0,583317.9129,129884.5866,-105.7192163155496
2101,1106.0,578.0,584344.0152,130309.1014,-57.61625944813568
2103,999.0,368.0,584130.0348,129890.4291,-9.329777860016748
2106,923.0,597.0,583977.371,130347.9689,-74.49664100301379
2108,195.0,712.0,582522.0147,130577.424,-41.169273748991145
2109,894.0,656.0,583920.7591,130465.42,-18.283045008669433
2111,301.0,206.0,582733.5997,129566.041,-31.984513613003855
2113,143.0,669.0,582418.0556,130491.5434,-34.19102571804842
2115,250.0,597.0,582631.2685,130348.7954,-20.02156185119111
2116,777.0,551.0,583685.4407,130255.6336,-86.0944456540833
2118,295.0,213.0,582722.9214,129579.7126,-26.88424482279288
2120,250.0,596.0,582632.5392,130346.7375,-21.264930413204183
2121,997.0,362.0,584126.9894,129877.5181,-5.805988494642406
2123,905.0,249.0,583941.6255,129651.0703,-40.391508269517544
2125,252.0,593.0,582635.5129999999,130340.4242,-24.36005301808973
2126,222.0,337.0,582576.1843,129827.3569,-96.35786879820353
2128,709.0,514.0,583549.9451,130182.4346,-101.96413259196424
